#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
83,CVE-2019-0782,665,,,2019-04-09,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,An information disclosure vulnerability exists when the Windows kernel fails to properly initialize a memory address
84,CVE-2019-0767,665,,,2019-04-09,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,An information disclosure vulnerability exists when the Windows kernel improperly initializes objects in memory.To exploit this vulnerability
85,CVE-2019-0663,665,,,2019-03-05,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,An information disclosure vulnerability exists when the Windows kernel improperly initializes objects in memory.To exploit this vulnerability
94,CVE-2018-8514,665,,,2018-12-12,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,An information disclosure vulnerability exists when Remote Procedure Call runtime improperly initializes objects in memory
95,CVE-2018-8419,665,,,2018-09-13,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,An information disclosure vulnerability exists when the Windows kernel fails to properly initialize a memory address
96,CVE-2018-8408,665,,,2018-11-14,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,An information disclosure vulnerability exists when the Windows kernel improperly initializes objects in memory
97,CVE-2018-8407,665,,,2018-11-14,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,"An information disclosure vulnerability exists when ""Kernel Remote Procedure Call Provider"" driver improperly initializes objects in memory"
102,CVE-2018-0926,665,,,2018-03-14,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,The Windows kernel in Microsoft Windows Server 2008 SP2 and R2 SP1
106,CVE-2018-0887,665,,,2018-04-12,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,An information disclosure vulnerability exists when the Windows kernel fails to properly initialize a memory address
108,CVE-2018-0814,665,,,2018-03-14,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,The Windows kernel in Microsoft Windows Server 2008 SP2 and R2 SP1
109,CVE-2018-0813,665,,,2018-03-14,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,The Windows kernel in Microsoft Windows Server 2008 SP2 and R2 SP1
110,CVE-2018-0811,665,,,2018-03-14,2020-08-24,2.1,None,Local,Low,Not required,Partial,None,None,The Windows kernel in Microsoft Windows Server 2008 SP2 and R2 SP1
146,CVE-2010-4655,665,,#NAME?,2011-07-18,2020-08-14,2.1,None,Local,Low,Not required,Partial,None,None,net/core/ethtool.c in the Linux kernel before 2.6.36 does not initialize certain data structures
75,CVE-2019-6190,665,,DoS,2020-02-14,2020-03-16,2.1,None,Local,Low,Not required,None,None,Partial,Lenovo was notified of a potential denial of service vulnerability
54,CVE-2019-15875,665,,,2020-02-18,2020-03-04,2.1,None,Local,Low,Not required,Partial,None,None,In FreeBSD 12.1-STABLE before r354734
141,CVE-2014-8181,665,,#NAME?,2019-11-06,2019-11-09,2.1,None,Local,Low,Not required,Partial,None,None,The kernel in Red Hat Enterprise Linux 7 and MRG-2 does not clear garbage data for SG_IO buffer
115,CVE-2017-14681,665,,Exec Code,2017-09-21,2019-10-03,2.1,None,Local,Low,Not required,None,None,Partial,The daemon in P3Scan 3.0_rc1 and earlier creates a p3scan.pid file after dropping privileges to a non-root account
120,CVE-2017-13649,665,,Exec Code,2017-08-23,2019-10-03,2.1,None,Local,Low,Not required,None,None,Partial,UnrealIRCd 4.0.13 and earlier creates a PID file after dropping privileges to a non-root account
98,CVE-2018-8121,665,,,2018-06-14,2020-08-24,1.9,None,Local,Medium,Not required,Partial,None,None,An information disclosure vulnerability exists when the Windows kernel improperly initializes objects in memory
103,CVE-2018-0901,665,,,2018-03-14,2020-08-24,1.9,None,Local,Medium,Not required,Partial,None,None,The Windows kernel in Microsoft Windows Server 2008 SP2 and R2 SP1
104,CVE-2018-0897,665,,,2018-03-14,2020-08-24,1.9,None,Local,Medium,Not required,Partial,None,None,The Windows kernel in Microsoft Windows Server 2008 SP2 and R2 SP1
105,CVE-2018-0895,665,,,2018-03-14,2020-08-24,1.9,None,Local,Medium,Not required,Partial,None,None,The Windows kernel in Microsoft Windows Server 2008 SP2 and R2 SP1
111,CVE-2018-0810,665,,,2018-02-15,2020-08-24,1.9,None,Local,Medium,Not required,Partial,None,None,The Windows kernel in Windows 7 SP1
112,CVE-2018-0746,665,,,2018-01-04,2020-08-24,1.9,None,Local,Medium,Not required,Partial,None,None,The Windows kernel in Windows 8.1 and RT 8.1
113,CVE-2018-0745,665,,,2018-01-04,2020-08-24,1.9,None,Local,Medium,Not required,Partial,None,None,The Windows kernel in Windows 10 version 1703. Windows 10 version 1709
142,CVE-2014-4371,665,,#NAME?,2014-09-18,2019-11-07,1.9,None,Local,Medium,Not required,Partial,None,None,The network-statistics interface in the kernel in Apple iOS before 8 and Apple TV before 7 does not properly initialize memory
118,CVE-2017-14159,665,,Exec Code,2017-09-05,2019-10-03,1.9,None,Local,Medium,Not required,None,None,Partial,slapd in OpenLDAP 2.4.45 and earlier creates a PID file after dropping privileges to a non-root account
