#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
83,CVE-2018-9943,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of the openList method. The issue results from the lack of proper validation of user-supplied data
84,CVE-2018-9942,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of the record remove method. The issue results from the lack of proper validation of user-supplied data
85,CVE-2018-9941,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of the record append method. The issue results from the lack of proper validation of user-supplied data
86,CVE-2018-9940,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of the layout sheet attribute. The issue results from the lack of proper validation of user-supplied data
87,CVE-2018-9939,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of layout elements. The issue results from the lack of proper validation of user-supplied data
88,CVE-2018-9938,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of the absPageSpan method. The issue results from the lack of proper validation of user-supplied data
89,CVE-2018-9937,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the parsing of subform elements. The issue results from the lack of proper validation of user-supplied data
90,CVE-2018-9936,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the parsing of field elements. The issue results from the lack of proper validation of user-supplied data
115,CVE-2017-16745,704,,Exec Code,2018-03-15,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,A Type Confusion issue was discovered in Delta Electronics Delta Industrial Automation Screen Editor
116,CVE-2017-16582,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.2.25013. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the clearItems XFA method. The issue results from the lack of proper validation of user-supplied data
117,CVE-2017-16578,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.2.25013. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the picture elements within XFA forms. The issue results from the lack of proper validation of user-supplied data
118,CVE-2017-16572,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within FormCalc's closeDoc method. The issue results from the lack of proper validation of user-supplied data
119,CVE-2017-16571,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of references to the app object from FormCalc. The issue results from the lack of proper validation of user-supplied data
123,CVE-2017-14837,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the pageSpan method of XFA Layout objects. The issue results from the lack of proper validation of user-supplied data
124,CVE-2017-14835,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the page method of XFA Layout objects. The issue results from the lack of proper validation of user-supplied data
125,CVE-2017-14830,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the setFocus method of XFAScriptObject objects. The issue results from the lack of proper validation of user-supplied data
126,CVE-2017-14829,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the openList method of XFAScriptObject objects. The issue results from the lack of proper validation of user-supplied data
127,CVE-2017-14828,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the w method of XFA Layout objects. The issue results from the lack of proper validation of user-supplied data
128,CVE-2017-14827,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the append method of XFA Node objects. The issue results from the lack of proper validation of user-supplied data
129,CVE-2017-14826,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the formNodes method of XFA Node objects. The issue results from the lack of proper validation of user-supplied data
130,CVE-2017-14825,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the remove method of XFAScriptObject objects. The issue results from the lack of proper validation of user-supplied data
131,CVE-2017-14824,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the insert method of XFAScriptObject objects. The issue results from the lack of proper validation of user-supplied data
132,CVE-2017-14823,704,,Exec Code,2017-12-20,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the signer method of XFA's Signature objects. The issue results from the lack of proper validation of user-supplied data
77,CVE-2018-12794,704,,Exec Code,2018-07-20,2019-08-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Adobe Acrobat and Reader 2018.011.20040 and earlier
104,CVE-2018-5057,704,,Exec Code,2018-07-20,2019-08-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Adobe Acrobat and Reader 2018.011.20040 and earlier
106,CVE-2018-4953,704,,Exec Code,2018-07-09,2019-08-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Adobe Acrobat and Reader versions 2018.011.20038 and earlier
98,CVE-2018-6157,704,,,2019-06-27,2019-07-01,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in WebRTC in Google Chrome prior to 68.0.3440.75 allowed a remote attacker to potentially exploit heap corruption via a crafted video file.
100,CVE-2018-6064,704,,,2018-11-14,2019-05-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type Confusion in the implementation of __defineGetter__ in V8 in Google Chrome prior to 65.0.3325.146 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.
12,CVE-2018-19477,704,,Bypass,2018-11-23,2019-04-25,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,psi/zfjbig2.c in Artifex Ghostscript before 9.26 allows remote attackers to bypass intended access restrictions because of a JBIG2Decode type confusion.
13,CVE-2018-19476,704,,Bypass,2018-11-23,2019-04-25,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,psi/zicc.c in Artifex Ghostscript before 9.26 allows remote attackers to bypass intended access restrictions because of a setcolorspace type confusion.
8,CVE-2019-5757,704,,,2019-02-19,2019-04-18,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An incorrect object type assumption in SVG in Google Chrome prior to 72.0.3626.81 allowed a remote attacker to potentially exploit object corruption via a crafted HTML page.
111,CVE-2018-4284,704,,,2019-04-03,2019-04-04,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,A type confusion issue was addressed with improved memory handling. This issue affected versions prior to iOS 11.4.1
21,CVE-2018-16511,704,,,2018-09-05,2019-03-11,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"An issue was discovered in Artifex Ghostscript before 9.24. A type confusion in ""ztype"" could be used by remote attackers able to supply crafted PostScript to crash the interpreter or possibly have unspecified other impact."
107,CVE-2018-4945,704,,Exec Code,2018-07-09,2019-03-07,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Adobe Flash Player versions 29.0.0.171 and earlier have a Type Confusion vulnerability. Successful exploitation could lead to arbitrary code execution in the context of the current user.
112,CVE-2018-4246,704,,Exec Code,2018-06-08,2019-03-07,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. Safari before 11.1.1 is affected. iCloud before 7.5 on Windows is affected. iTunes before 12.7.5 on Windows is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code via a crafted web site that leverages type confusion."
94,CVE-2018-7815,704,,Exec Code,2019-02-06,2019-02-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,A Type Confusion (CWE-843) vulnerability exists in Eurotherm by Schneider Electric GUIcon V2.0 (Gold Build 683.0) on c3core.dll which could cause remote code to be executed when parsing a GD1 file
95,CVE-2018-7813,704,,Exec Code,2019-02-06,2019-02-07,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,A Type Confusion (CWE-843) vulnerability exists in Eurotherm by Schneider Electric GUIcon V2.0 (Gold Build 683.0) on pcwin.dll which could cause remote code to be executed when parsing a GD1 file
99,CVE-2018-6124,704,,,2019-01-09,2019-01-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in ReadableStreams in Blink in Google Chrome prior to 67.0.3396.62 allowed a remote attacker to potentially exploit object corruption via a crafted HTML page.
101,CVE-2018-6056,704,,Exec Code,2019-01-09,2019-01-29,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion could lead to a heap out-of-bounds write in V8 in Google Chrome prior to 64.0.3282.168 allowing a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page.
14,CVE-2018-19134,704,,Exec Code,2018-12-20,2019-01-11,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,In Artifex Ghostscript through 9.25
164,CVE-2016-5161,704,,DoS,2016-09-11,2018-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The EditingStyle::mergeStyle function in WebKit/Source/core/editing/EditingStyle.cpp in Blink
122,CVE-2017-15413,704,,,2018-08-28,2018-10-25,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in WebAssembly in V8 in Google Chrome prior to 63.0.3239.84 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.
105,CVE-2018-5007,704,,Exec Code,2018-07-20,2018-09-17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Adobe Flash Player 30.0.0.113 and earlier versions have a Type Confusion vulnerability. Successful exploitation could lead to arbitrary code execution in the context of the current user.
113,CVE-2018-4219,704,,#NAME?,2018-06-08,2018-07-13,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"An issue was discovered in certain Apple products. macOS before 10.13.5 is affected. The issue involves the ""ATS"" component. It allows attackers to gain privileges via a crafted app that leverages type confusion."
96,CVE-2018-7407,704,,Exec Code,2018-05-24,2018-06-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An issue was discovered in Foxit Reader before 9.1 and PhantomPDF before 9.1. This vulnerability allows remote attackers to execute arbitrary code. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists when rendering U3D images inside of pdf files. The issue results from the lack of proper validation of user-supplied data
114,CVE-2018-3843,704,,Exec Code,2018-04-19,2018-05-22,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable type confusion vulnerability exists in the way Foxit PDF Reader version 9.0.1.1049 parses files with associated file annotations. A specially crafted PDF document can lead to an object of invalid type to be dereferenced
97,CVE-2018-6480,704,,,2018-01-31,2018-02-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,A type confusion issue was discovered in CCN-lite 2
142,CVE-2017-5116,704,,Exec Code,2017-10-27,2018-01-20,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in V8 in Google Chrome prior to 61.0.3163.79 for Mac
139,CVE-2017-8291,704,,Exec Code Bypass,2017-04-27,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Artifex Ghostscript through 2017-04-26 allows -dSAFER bypass and remote command execution via .rsdparams type confusion with a ""/OutputFile (%pipe%"" substring in a crafted .eps document that is an input to the gs program"
144,CVE-2017-5108,704,,,2017-10-27,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in PDFium in Google Chrome prior to 60.0.3112.78 for Mac
146,CVE-2017-5070,704,,Exec Code,2017-10-27,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in V8 in Google Chrome prior to 59.0.3071.86 for Linux
147,CVE-2017-5059,704,,Exec Code,2017-10-27,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in Blink in Google Chrome prior to 58.0.3029.81 for Linux
149,CVE-2017-2995,704,,Exec Code,2017-02-15,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Adobe Flash Player versions 24.0.0.194 and earlier have an exploitable type confusion vulnerability related to the MessageChannel class. Successful exploitation could lead to arbitrary code execution.
153,CVE-2016-8602,704,,DoS Exec Code,2017-04-14,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The .sethalftone5 function in psi/zht2.c in Ghostscript before 9.21 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted Postscript document that calls .sethalftone5 with an empty operand stack.
143,CVE-2017-5115,704,,,2017-10-27,2017-12-31,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in V8 in Google Chrome prior to 61.0.3163.79 for Windows allowed a remote attacker to potentially exploit object corruption via a crafted HTML page.
138,CVE-2017-9042,704,,DoS,2017-05-18,2017-09-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"readelf.c in GNU Binutils 2017-04-12 has a ""cannot be represented in type long"" issue"
158,CVE-2016-7655,704,,DoS +Priv,2017-02-20,2017-07-27,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"An issue was discovered in certain Apple products. iOS before 10.2 is affected. macOS before 10.12.2 is affected. The issue involves the ""CoreMedia External Displays"" component. It allows local users to gain privileges or cause a denial of service (type confusion) via unspecified vectors."
3,CVE-2020-16103,704,,Exec Code,2020-12-14,2020-12-16,6.5,None,Remote,Low,???,Partial,Partial,Partial,Type confusion in Gallagher Command Centre Server allows a remote attacker to crash the server or possibly cause remote code execution. This issue affects: Gallagher Command Centre 8.30 versions prior to 8.30.1236(MR1); 8.20 versions prior to 8.20.1166(MR3); 8.10 versions prior to 8.10.1211(MR5); version 8.00 and prior versions.
6,CVE-2019-10355,704,,Exec Code Bypass,2019-07-31,2020-10-02,6.5,None,Remote,Low,???,Partial,Partial,Partial,A sandbox bypass vulnerability in Jenkins Script Security Plugin 1.61 and earlier related to the handling of type casts allowed attackers to execute arbitrary code in sandboxed scripts.
80,CVE-2018-12386,704,,Exec Code,2018-10-18,2018-12-06,5.8,None,Remote,Medium,Not required,Partial,Partial,None,A vulnerability in register allocation in JavaScript can lead to type confusion
4,CVE-2020-13293,704,,,2020-08-10,2020-08-11,5.5,None,Remote,Low,???,None,Partial,Partial,In GitLab before 13.0.12
93,CVE-2018-8076,704,,DoS,2018-03-15,2020-05-11,5,None,Remote,Low,Not required,None,None,Partial,ZenMate 1.5.4 for macOS suffers from a type confusion vulnerability within the com.zenmate.chron-xpc LaunchDaemon component. The LaunchDaemon implements an XPC service that uses an insecure XPC API for accessing data from an inbound XPC message. This could potentially result in an XPC object of the wrong type being passed as the first argument to the xpc_connection_create_from_endpoint function if controlled by an attacker. In recent versions of macOS and OS X
103,CVE-2018-5817,704,,,2019-02-20,2019-05-21,5,None,Remote,Low,Not required,None,None,Partial,"A type confusion error within the ""unpacked_load_raw()"" function within LibRaw versions prior to 0.19.1 (internal/dcraw_common.cpp) can be exploited to trigger an infinite loop."
133,CVE-2017-13888,704,,,2019-01-11,2019-01-17,5,None,Remote,Low,Not required,None,Partial,None,In iOS before 11.2
79,CVE-2018-12453,704,,,2018-06-16,2018-08-14,5,None,Remote,Low,Not required,None,None,Partial,Type confusion in the xgroupCommand function in t_stream.c in redis-server in Redis before 5.0 allows remote attackers to cause denial-of-service via an XGROUP command in which the key is not a stream.
10,CVE-2019-2194,704,,Exec Code,2020-10-14,2020-10-16,4.6,None,Local,Low,Not required,Partial,Partial,Partial,In SurfaceFlinger::createLayer of SurfaceFlinger.cpp
102,CVE-2018-5861,704,,,2018-11-27,2018-12-21,4.6,None,Local,Low,Not required,Partial,Partial,Partial,In all android releases(Android for MSM
7,CVE-2019-6147,704,,,2019-12-23,2020-01-10,4.3,None,Remote,Medium,Not required,None,Partial,None,Forcepoint NGFW Security Management Center (SMC) versions lower than 6.5.12 or 6.7.1 have a rare issue that in specific circumstances can corrupt the internal configuration database. When the database is corrupted
78,CVE-2018-12793,704,,Exec Code,2018-07-20,2019-08-21,4.3,None,Remote,Medium,Not required,Partial,None,None,Adobe Acrobat and Reader 2018.011.20040 and earlier
134,CVE-2017-13855,704,,Bypass,2017-12-25,2019-03-08,4.3,None,Remote,Medium,Not required,Partial,None,None,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the ""Kernel"" component. It allows attackers to bypass intended memory-read restrictions via a crafted app that triggers type confusion."
145,CVE-2017-5094,704,,,2017-10-27,2018-01-05,4.3,None,Remote,Medium,Not required,None,Partial,None,Type confusion in extensions JavaScript bindings in Google Chrome prior to 60.0.3112.78 for Mac
161,CVE-2016-7156,704,,DoS,2016-12-10,2020-10-15,2.1,None,Local,Low,Not required,None,None,Partial,The pvscsi_convert_sglist function in hw/scsi/vmw_pvscsi.c in QEMU (aka Quick Emulator) allows local guest OS administrators to cause a denial of service (infinite loop and QEMU process crash) by leveraging an incorrect cast.
17,CVE-2018-18386,704,,,2018-10-17,2019-04-23,2.1,None,Local,Low,Not required,None,None,Partial,drivers/tty/n_tty.c in the Linux kernel before 4.14.11 allows local attackers (who are able to access pseudo terminals) to hang/block further usage of any pseudo terminal devices due to an EXTPROC versus ICANON confusion in TIOCINQ.
