#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,,,,
300,CVE-2019-13108,190,,DoS Overflow,2019-06-30,2019-08-09,4.3,None,Remote,Medium,Not required,None,None,Partial,An integer overflow in Exiv2 through 0.27.1 allows an attacker to cause a denial of service (SIGSEGV) via a crafted PNG image file,,,,
301,CVE-2019-13107,190,,Overflow,2019-06-30,2019-07-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer overflows exist in MATIO before 1.5.16,,,,
302,CVE-2019-13049,190,,,2019-06-29,2019-07-01,7.2,None,Local,Low,Not required,Complete,Complete,Complete,An integer wrap in kernel/sys/syscall.c in ToaruOS 1.10.10 allows users to map arbitrary kernel pages into userland process space via TOARU_SYS_FUNC_MMAP,,,,
303,CVE-2019-13048,190,,DoS,2019-06-29,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,kernel/sys/syscall.c in ToaruOS through 1.10.9 allows a denial of service upon a critical error in certain sys_sbrk allocation patterns (involving PAGE_SIZE,,,,
304,CVE-2019-12980,190,,Overflow,2019-06-26,2020-10-14,4.3,None,Remote,Medium,Not required,None,None,Partial,In Ming (aka libming) 0.4.8,,,,
305,CVE-2019-12693,190,,DoS,2019-10-02,2020-10-08,4,None,Remote,Low,???,None,None,Partial,A vulnerability in the Secure Copy (SCP) feature of Cisco Adaptive Security Appliance (ASA) Software could allow an authenticated,,,,
306,CVE-2019-12552,190,,DoS Overflow,2019-07-22,2019-07-23,4.3,None,Remote,Medium,Not required,None,None,Partial,In SweetScape 010 Editor 9.0.1,,,,
307,CVE-2019-12247,190,,Overflow,2019-05-22,2019-05-30,5,None,Remote,Low,Not required,None,None,Partial,** DISPUTED ** QEMU 3.0.0 has an Integer Overflow because the qga/commands*.c files do not check the length of the argument list or the number of environment variables. NOTE: This has been disputed as not exploitable.,,,,
308,CVE-2019-11927,190,,Overflow,2019-09-27,2020-10-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An integer overflow in WhatsApp media parsing libraries allows a remote attacker to perform an out-of-bounds write on the heap via specially-crafted EXIF tags in WEBP images. This issue affects WhatsApp for Android before version 2.19.143 and WhatsApp for iOS before version 2.19.100.,,,,
309,CVE-2019-11878,190,,Overflow,2019-05-10,2019-05-13,3.3,None,Local Network,Low,Not required,None,None,Partial,An issue was discovered on XiongMai Besder IP20H1 V4.02.R12.00035520.12012.047500.00200 cameras. An attacker on the same local network as the camera can craft a message with a size field larger than 0x80000000 and send it to the camera,,,,
310,CVE-2019-11484,190,,Overflow,2020-02-08,2020-02-12,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Kevin Backhouse discovered an integer overflow in bson_ensure_space,,,,
311,CVE-2019-11477,190,,DoS Overflow,2019-06-19,2020-10-20,7.8,None,Remote,Low,Not required,None,None,Complete,Jonathan Looney discovered that the TCP_SKB_CB(skb)->tcp_gso_segs value was subject to an integer overflow in the Linux kernel when handling TCP Selective Acknowledgments (SACKs). A remote attacker could use this to cause a denial of service. This has been fixed in stable kernel releases 4.4.182,,,,
312,CVE-2019-11476,190,,Exec Code Overflow,2019-08-29,2019-10-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An integer overflow in whoopsie before versions 0.2.52.5ubuntu0.1,,,,
313,CVE-2019-11072,190,,DoS Overflow,2019-04-10,2019-04-23,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,** DISPUTED ** lighttpd before 1.4.54 has a signed integer overflow,,,,
314,CVE-2019-11048,190,,,2020-05-20,2021-06-14,5,None,Remote,Low,Not required,None,None,Partial,In PHP versions 7.2.x below 7.2.31,,,,
315,CVE-2019-10879,190,,Exec Code Overflow,2019-04-05,2019-05-07,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In Teeworlds 0.7.2,,,,
316,CVE-2019-10877,190,,Overflow,2019-04-05,2019-05-07,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In Teeworlds 0.7.2,,,,
317,CVE-2019-10627,190,,Overflow,2019-11-21,2019-11-25,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow to buffer overflow vulnerability in PostScript image handling code used by the PostScript- and PDF-compatible interpreters due to incorrect buffer size calculation. in PostScript and PDF printers that use IPS versions prior to 2019.2 in PostScript and PDF printers that use IPS versions prior to 2019.2,,,,
318,CVE-2019-10624,190,,Overflow,2020-04-16,2020-04-21,4.6,None,Local,Low,Not required,Partial,Partial,Partial,While handling the vendor command there is an integer truncation issue that could yield a buffer overflow due to int data type copied to u8 data type in Snapdragon Auto,,,,
319,CVE-2019-10623,190,,Overflow,2020-04-16,2020-08-24,3.6,None,Local,Low,Not required,Partial,None,Partial,Possible integer overflow can happen in host driver while processing user controlled string due to improper validation on data received. in Snapdragon Auto,,,,
320,CVE-2019-10615,190,,Overflow Mem. Corr.,2020-09-08,2020-09-11,7.2,None,Local,Low,Not required,Complete,Complete,Complete,u'Possibility of integer overflow in keymaster 4 while allocating memory due to multiplication of large numcerts value and size of keymaster bob which can lead to memory corruption' in Snapdragon Auto,,,,
321,CVE-2019-10592,190,,Overflow,2019-12-12,2019-12-13,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Possible integer overflow while multiplying two integers of 32 bit in QDCM API of get display modes as there is no check on the maximum mode count in Snapdragon Auto,,,,
322,CVE-2019-10585,190,,Overflow,2020-01-21,2020-08-24,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Possible integer overflow happens when mmap find function will increment refcount every time when it invokes and can lead to use after free issue in Snapdragon Auto,,,,
323,CVE-2019-10572,190,,Overflow,2019-12-18,2019-12-23,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Improper check in video driver while processing data from video firmware can lead to integer overflow and then buffer overflow in Snapdragon Auto,,,,
324,CVE-2019-10537,190,,Overflow,2019-12-18,2019-12-23,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Improper validation of event buffer extracted from FW response can lead to integer overflow,,,,
325,CVE-2019-10530,190,,Overflow,2019-12-12,2019-12-13,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Lack of check of data truncation on user supplied data in kernel leads to buffer overflow in Snapdragon Auto,,,,
326,CVE-2019-10142,190,,,2019-07-30,2019-10-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,A flaw was found in the Linux kernel's freescale hypervisor manager implementation,,,,
327,CVE-2019-9959,190,,Overflow,2019-07-22,2020-11-09,4.3,None,Remote,Medium,Not required,None,None,Partial,The JPXStream::init function in Poppler 0.78.0 and earlier doesn't check for negative values of stream length,,,,
328,CVE-2019-9930,190,,Overflow,2019-08-28,2019-08-29,10,None,Remote,Low,Not required,Complete,Complete,Complete,Various Lexmark products have an Integer Overflow.,,,,
329,CVE-2019-9865,190,,DoS Exec Code Overflow,2019-05-29,2019-05-29,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,When RPC is enabled in Wind River VxWorks 6.9 prior to 6.9.1,,,,
330,CVE-2019-9457,190,,Overflow Mem. Corr.,2019-09-06,2019-09-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,In the Android kernel in ELF file loading there is possible memory corruption due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.,,,,
331,CVE-2019-9311,190,,DoS Overflow,2019-09-27,2019-10-01,5,None,Remote,Low,Not required,None,None,Partial,In Bluetooth,,,,
332,CVE-2019-9183,190,,Overflow,2020-04-23,2020-05-01,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in Contiki-NG through 4.3 and Contiki through 3.0. A buffer overflow is present due to an integer underflow during 6LoWPAN fragment processing in the face of truncated fragments in os/net/ipv6/sicslowpan.c. This results in accesses of unmapped memory,,,,
333,CVE-2019-9139,190,,Exec Code Overflow,2019-04-25,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,DaviewIndy 8.98.7 and earlier versions have a Integer overflow vulnerability,,,,
334,CVE-2019-9138,190,,Exec Code Overflow,2019-04-25,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,DaviewIndy 8.98.7 and earlier versions have a Integer overflow vulnerability,,,,
335,CVE-2019-9137,190,,Exec Code Overflow,2019-04-25,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,DaviewIndy 8.98.7 and earlier versions have a Integer overflow vulnerability,,,,
336,CVE-2019-9112,190,,Overflow,2019-02-25,2019-02-26,7.1,None,Remote,Medium,Not required,None,None,Complete,The msm gpu driver for custom Linux kernels on the Xiaomi perseus-p-oss MIX 3 device through 2018-11-26 has an integer overflow and OOPS because of missing checks of the count argument in _sde_debugfs_conn_cmd_tx_write in drivers/gpu/drm/msm/sde/sde_connector.c. This is exploitable for a device crash via a syscall by a crafted application on a rooted device.,,,,
337,CVE-2019-9111,190,,Overflow,2019-02-25,2019-02-26,7.1,None,Remote,Medium,Not required,None,None,Complete,The msm gpu driver for custom Linux kernels on the Xiaomi perseus-p-oss MIX 3 device through 2018-11-26 has an integer overflow and OOPS because of missing checks of the count argument in sde_evtlog_filter_write in drivers/gpu/drm/msm/sde_dbg.c. This is exploitable for a device crash via a syscall by a crafted application on a rooted device.,,,,
338,CVE-2019-9098,190,,Overflow,2020-03-11,2020-03-17,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered on Moxa MGate MB3170 and MB3270 devices before 4.1,,,,
339,CVE-2019-8601,190,,Exec Code Mem. Corr.,2019-12-18,2019-12-20,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Multiple memory corruption issues were addressed with improved memory handling. This issue is fixed in iOS 12.3,,,,
340,CVE-2019-8101,190,,Overflow,2019-08-20,2020-07-06,5,None,Remote,Low,Not required,Partial,None,None,Adobe Acrobat and Reader versions 2019.012.20035 and earlier,,,,
341,CVE-2019-8099,190,,Overflow,2019-08-20,2020-07-06,5,None,Remote,Low,Not required,Partial,None,None,Adobe Acrobat and Reader versions 2019.012.20035 and earlier,,,,
342,CVE-2019-7733,190,,Overflow,2019-02-11,2020-05-15,5,None,Remote,Low,Not required,None,None,Partial,In Live555 0.95,,,,
343,CVE-2019-7251,190,,,2019-03-28,2019-04-01,4,None,Remote,Low,???,None,None,Partial,An Integer Signedness issue (for a return code) in the res_pjsip_sdp_rtp module in Digium Asterisk versions 15.7.1 and earlier and 16.1.1 and earlier allows remote authenticated users to crash Asterisk via a specially crafted SDP protocol violation.,,,,
344,CVE-2019-7030,190,,Overflow,2019-05-24,2019-08-21,5,None,Remote,Low,Not required,Partial,None,None,Adobe Acrobat and Reader versions 2019.010.20069 and earlier,,,,
345,CVE-2019-6983,190,,Overflow,2019-01-28,2019-01-29,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in Foxit 3D Plugin Beta before 9.4.0.16807 for Foxit Reader and PhantomPDF. The application could encounter an Integer Overflow and crash during the handling of certain PDF files that embed specifically crafted 3D content,,,,
346,CVE-2019-6753,190,,Exec Code Overflow,2019-06-03,2019-10-09,4.3,None,Remote,Medium,Not required,Partial,None,None,This vulnerability allows remote attackers to disclose sensitive information on vulnerable installations of Foxit Reader 9.3.0.10826. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of the Stuff method. The issue results from the lack of proper validation of user-supplied data,,,,
347,CVE-2019-6250,190,,Exec Code Overflow,2019-01-13,2019-04-03,9,None,Remote,Low,???,Complete,Complete,Complete,A pointer overflow,,,,
348,CVE-2019-6114,190,,Exec Code Overflow,2019-06-19,2019-06-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An issue was discovered in Corel PaintShop Pro 2019 21.0.0.119. An integer overflow in the jp2 parsing library allows an attacker to overwrite memory and to execute arbitrary code.,,,,
349,CVE-2019-6010,190,,DoS Exec Code Overflow,2019-09-19,2019-09-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow vulnerability in LINE(Android) from 4.4.0 to the version before 9.15.1 allows remote attackers to cause a denial of service (DoS) condition or execute arbitrary code via a specially crafted image.,,,,
350,CVE-2019-6007,190,,DoS Exec Code Overflow,2019-09-12,2019-09-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow vulnerability in apng-drawable 1.0.0 to 1.6.0 allows an attacker to cause a denial of service (DoS) condition or execute arbitrary code via unspecified vectors.,,,,
351,CVE-2019-5829,190,,Overflow,2019-06-27,2020-08-24,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in download manager in Google Chrome prior to 75.0.3770.80 allowed a remote attacker to potentially perform out of bounds memory access via a crafted HTML page.,,,,
352,CVE-2019-5795,190,,Overflow,2019-05-23,2019-06-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in PDFium in Google Chrome prior to 73.0.3683.75 allowed a remote attacker to potentially perform out of bounds memory access via a crafted PDF file.,,,,
353,CVE-2019-5792,190,,Overflow,2019-05-23,2019-06-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in PDFium in Google Chrome prior to 73.0.3683.75 allowed a remote attacker to potentially perform out of bounds memory access via a crafted PDF file.,,,,
354,CVE-2019-5790,190,,Exec Code Overflow,2019-05-23,2019-06-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An integer overflow leading to an incorrect capacity of a buffer in JavaScript in Google Chrome prior to 73.0.3683.75 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page.,,,,
355,CVE-2019-5789,190,,Exec Code Overflow,2019-05-23,2020-08-24,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,An integer overflow that leads to a use-after-free in WebMIDI in Google Chrome on Windows prior to 73.0.3683.75 allowed a remote attacker who had compromised the renderer process to execute arbitrary code via a crafted HTML page.,,,,
356,CVE-2019-5788,190,,Exec Code Overflow,2019-05-23,2020-08-24,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,An integer overflow that leads to a use-after-free in Blink Storage in Google Chrome on Linux prior to 73.0.3683.75 allowed a remote attacker who had compromised the renderer process to execute arbitrary code via a crafted HTML page.,,,,
357,CVE-2019-5435,190,,Overflow,2019-05-28,2020-10-20,4.3,None,Remote,Medium,Not required,None,None,Partial,An integer overflow in curl's URL API results in a buffer overflow in libcurl 7.62.0 to and including 7.64.1.,,,,
358,CVE-2019-5288,190,,Exec Code Overflow,2019-11-13,2019-11-18,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,P30 smart phones with versions earlier than ELLE-AL00B 9.1.0.193(C00E190R2P1) have an integer overflow vulnerability due to insufficient check on specific parameters. An attacker tricks the user into installing a malicious application,,,,
359,CVE-2019-5287,190,,Exec Code Overflow,2019-11-13,2019-11-18,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,P30 smart phones with versions earlier than ELLE-AL00B 9.1.0.193(C00E190R2P1) have an integer overflow vulnerability due to insufficient check on specific parameters. An attacker tricks the user into installing a malicious application,,,,
360,CVE-2019-5100,190,,Exec Code Overflow,2019-11-06,2019-11-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists in the BMP header parsing functionality of LEADTOOLS 20. A specially crafted BMP image file can cause an integer overflow,,,,
361,CVE-2019-5099,190,,Exec Code,2019-11-06,2019-11-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer underflow vulnerability exists in the CMP-parsing functionality of LEADTOOLS 20. A specially crafted CMP image file can cause an integer underflow,,,,
362,CVE-2019-5087,190,,Exec Code Overflow,2019-11-21,2021-03-26,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists in the flattenIncrementally function in the xcf2png and xcf2pnm binaries of xcftools 1.0.7. An integer overflow can occur while calculating the row's allocation size,,,,
363,CVE-2019-5086,190,,Exec Code Overflow,2019-11-21,2021-03-26,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists in the flattenIncrementally function in the xcf2png and xcf2pnm binaries of xcftools,,,,
364,CVE-2019-5052,190,,Exec Code Overflow,2019-07-03,2019-07-22,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists when loading a PCX file in SDL2_image 2.0.4. A specially crafted file can cause an integer overflow,,,,
365,CVE-2019-5040,190,,Overflow,2019-08-20,2019-10-09,5,None,Remote,Low,Not required,Partial,None,None,An exploitable information disclosure vulnerability exists in the Weave MessageLayer parsing of Openweave-core version 4.0.2 and Nest Cam IQ Indoor version 4620002. A specially crafted weave packet can cause an integer overflow to occur,,,,
366,CVE-2019-3946,190,,DoS Overflow,2019-06-12,2019-06-14,5,None,Remote,Low,Not required,None,None,Partial,Fuji Electric V-Server before 6.0.33.0 is vulnerable to denial of service via a crafted UDP message sent to port 8005. An unauthenticated,,,,
367,CVE-2019-2723,190,,,2019-04-23,2020-08-24,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Vulnerability in the Oracle VM VirtualBox component of Oracle Virtualization (subcomponent: Core). Supported versions that are affected are Prior to 5.2.28 and prior to 6.0.6. Easily exploitable vulnerability allows low privileged attacker with logon to the infrastructure where Oracle VM VirtualBox executes to compromise Oracle VM VirtualBox. While the vulnerability is in Oracle VM VirtualBox,,,,
368,CVE-2019-2392,190,,DoS Overflow,2020-11-23,2020-11-29,4,None,Remote,Low,???,None,None,Partial,A user authorized to perform database queries may trigger denial of service by issuing specially crafted queries,,,,
369,CVE-2019-2331,190,,Overflow,2019-11-06,2019-11-07,10,None,Remote,Low,Not required,Complete,Complete,Complete,Possible Integer overflow because of subtracting two integers without checking if the result would overflow or not in Snapdragon Auto,,,,
370,CVE-2019-2309,190,,Overflow,2019-07-25,2020-08-24,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,While storing calibrated data from firmware in cache,,,,
371,CVE-2019-2242,190,,Overflow,2019-12-18,2019-12-19,10,None,Remote,Low,Not required,Complete,Complete,Complete,Device memory may get corrupted because of buffer overflow/underflow. in Snapdragon Auto,,,,
372,CVE-2019-2046,190,,Exec Code Overflow Mem. Corr.,2019-05-08,2019-05-09,10,None,Remote,Low,Not required,Complete,Complete,Complete,In CalculateInstanceSizeForDerivedClass of objects.cc,,,,
373,CVE-2019-1993,190,,Overflow Mem. Corr.,2019-02-28,2019-03-01,7.2,None,Local,Low,Not required,Complete,Complete,Complete,In register_app of btif_hd.cc,,,,
374,CVE-2019-0694,190,,Overflow,2019-04-09,2019-04-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An elevation of privilege vulnerability exists due to an integer overflow in Windows Subsystem for Linux,,,,
375,CVE-2019-0693,190,,Overflow,2019-04-09,2019-04-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An elevation of privilege vulnerability exists due to an integer overflow in Windows Subsystem for Linux,,,,
376,CVE-2019-0692,190,,Overflow,2019-04-09,2019-04-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An elevation of privilege vulnerability exists due to an integer overflow in Windows Subsystem for Linux,,,,
377,CVE-2019-0689,190,,Overflow,2019-04-09,2019-04-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An elevation of privilege vulnerability exists due to an integer overflow in Windows Subsystem for Linux,,,,
378,CVE-2019-0682,190,,Overflow,2019-04-09,2019-04-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An elevation of privilege vulnerability exists due to an integer overflow in Windows Subsystem for Linux,,,,
379,CVE-2019-0639,190,,Exec Code Mem. Corr.,2019-04-08,2020-08-24,7.6,None,Remote,High,Not required,Complete,Complete,Complete,A remote code execution vulnerability exists in the way that the ChakraCore scripting engine handles objects in memory,,,,
380,CVE-2018-1000810,190,,Overflow,2018-10-08,2019-01-04,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The Rust Programming Language Standard Library version 1.29.0,,,,
381,CVE-2018-1000524,190,,DoS Overflow,2018-06-26,2018-08-28,4.3,None,Remote,Medium,Not required,None,None,Partial,miniSphere version 5.2.9 and earlier contains a Integer Overflow vulnerability in layer_resize() function in map_engine.c that can result in remote denial of service. This attack appear to be exploitable via the victim must load a specially-crafted map which calls SetLayerSize in its entry script. This vulnerability appears to have been fixed in 5.0.3,,,,
382,CVE-2018-1000224,190,,Overflow,2018-08-20,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,Godot Engine version All versions prior to 2.1.5,,,,
383,CVE-2018-1000127,190,,Overflow,2018-03-13,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,memcached version prior to 1.4.37 contains an Integer Overflow vulnerability in items.c:item_free() that can result in data corruption and deadlocks due to items existing in hash table being reused from free list. This attack appear to be exploitable via network connectivity to the memcached service. This vulnerability appears to have been fixed in 1.4.37 and later.,,,,
384,CVE-2018-1000098,190,,Overflow,2018-03-13,2019-03-20,5,None,Remote,Low,Not required,None,None,Partial,Teluu PJSIP version 2.7.1 and earlier contains a Integer Overflow vulnerability in pjmedia SDP parsing that can result in Crash. This attack appear to be exploitable via Sending a specially crafted message. This vulnerability appears to have been fixed in 2.7.2.,,,,
385,CVE-2018-21089,190,,Exec Code Overflow,2020-04-08,2020-04-09,10,None,Remote,Low,Not required,Complete,Complete,Complete,An issue was discovered on Samsung mobile devices with N(7.x) (MT6755/MT6757 Mediatek models) software. Bootloader has an integer overflow that leads to arbitrary code execution via the download offset control. The Samsung ID is SVE-2017-10732 (January 2018).,,,,
386,CVE-2018-21054,190,,Overflow,2020-04-08,2020-04-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered on Samsung mobile devices with M(6.0),,,,
387,CVE-2018-21009,190,,Overflow,2019-09-05,2020-07-23,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Poppler before 0.66.0 has an integer overflow in Parser::makeStream in Parser.cc.,,,,
388,CVE-2018-20847,190,,Overflow,2019-06-26,2020-09-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An improper computation of p_tx0,,,,
389,CVE-2018-20820,190,,Overflow,2019-04-23,2019-04-24,4.3,None,Remote,Medium,Not required,None,None,Partial,read_ujpg in jpgcoder.cc in Dropbox Lepton 1.2.1 allows attackers to cause a denial-of-service (application runtime crash because of an integer overflow) via a crafted file.,,,,
390,CVE-2018-20788,190,,DoS Overflow,2019-02-25,2019-02-26,4.3,None,Remote,Medium,Not required,None,None,Partial,drivers/leds/leds-aw2023.c in the led driver for custom Linux kernels on the Xiaomi Redmi 6pro daisy-o-oss phone has several integer overflows because of a left-shifting operation when the right-hand operand can be equal to or greater than the integer length. This can be exploited by a crafted application for denial of service.,,,,
391,CVE-2018-20787,190,,Overflow,2019-02-25,2019-02-26,7.1,None,Remote,Medium,Not required,None,None,Complete,The ft5x46 touchscreen driver for custom Linux kernels on the Xiaomi perseus-p-oss MIX 3 device through 2018-11-26 has an integer overflow and OOPS because of missing checks of the size argument in tpdbg_write in drivers/input/touchscreen/ft5x46/ft5x46_ts.c. This is exploitable for a device crash via a syscall by a crafted application on a rooted device.,,,,
392,CVE-2018-20549,190,,,2018-12-28,2019-04-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,There is an illegal WRITE memory access at caca/file.c (function caca_file_read) in libcaca 0.99.beta19.,,,,
393,CVE-2018-20548,190,,,2018-12-28,2019-04-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,There is an illegal WRITE memory access at common-image.c (function load_image) in libcaca 0.99.beta19 for 1bpp data.,,,,
394,CVE-2018-20547,190,,,2018-12-28,2019-04-05,5.8,None,Remote,Medium,Not required,Partial,None,Partial,There is an illegal READ memory access at caca/dither.c (function get_rgba_default) in libcaca 0.99.beta19 for 24bpp data.,,,,
395,CVE-2018-20546,190,,,2018-12-28,2019-04-05,5.8,None,Remote,Medium,Not required,Partial,None,Partial,There is an illegal READ memory access at caca/dither.c (function get_rgba_default) in libcaca 0.99.beta19 for the default bpp case.,,,,
396,CVE-2018-20545,190,,,2018-12-28,2019-04-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,There is an illegal WRITE memory access at common-image.c (function load_image) in libcaca 0.99.beta19 for 4bpp data.,,,,
397,CVE-2018-20506,190,,Exec Code Overflow,2019-04-03,2020-08-23,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,SQLite before 3.25.3,,,,
398,CVE-2018-20406,190,,Overflow,2018-12-23,2020-10-29,5,None,Remote,Low,Not required,None,None,Partial,"Modules/_pickle.c in Python before 3.7.1 has an integer overflow via a large LONG_BINPUT value that is mishandled during a ""resize to twice the size"" attempt. This issue might cause memory exhaustion",,,,
399,CVE-2018-20346,190,,Exec Code Overflow,2018-12-21,2020-08-23,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,SQLite before 3.25.3,,,,
400,CVE-2018-19932,190,,Overflow,2018-12-07,2019-08-03,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd),,,,
401,CVE-2018-19665,190,,Mem. Corr.,2018-12-06,2020-12-14,2.7,None,Local Network,Low,???,None,None,Partial,The Bluetooth subsystem in QEMU mishandles negative values for length variables,,,,
402,CVE-2018-19199,190,,Overflow,2018-11-12,2019-08-06,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in uriparser before 0.9.0. UriQuery.c allows an integer overflow via a uriComposeQuery* or uriComposeQueryEx* function because of an unchecked multiplication.,,,,
403,CVE-2018-18928,190,,Overflow,2018-11-04,2019-01-16,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,International Components for Unicode (ICU) for C/C++ 63.1 has an integer overflow in number::impl::DecimalQuantity::toScientificString() in i18n/number_decimalquantity.cpp.,,,,
404,CVE-2018-18749,190,,Overflow,2018-10-29,2020-04-14,4.3,None,Remote,Medium,Not required,None,None,Partial,data-tools through 2017-07-26 has an Integer Overflow leading to an incorrect end value for the write_wchars function.,,,,
405,CVE-2018-18667,190,,Overflow,2018-12-28,2019-01-11,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of Pylon (PYLNT) aka PylonToken,,,,
406,CVE-2018-18666,190,,Overflow,2018-12-28,2019-01-11,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of SwftCoin (SWFTC) aka SwftCoin,,,,
407,CVE-2018-18665,190,,Overflow,2018-12-28,2019-01-11,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of Nexxus (NXX) aka NexxusToken,,,,
408,CVE-2018-18650,190,,DoS Overflow,2018-10-25,2018-12-06,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in Xpdf 4.00. XRef::readXRefStream in XRef.cc allows attackers to launch a denial of service (Integer Overflow) via a crafted /Size value in a pdf file,,,,
409,CVE-2018-18483,190,,DoS Overflow,2018-10-18,2019-10-31,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The get_count function in cplus-dem.c in GNU libiberty,,,,
410,CVE-2018-18438,190,,Overflow,2018-10-19,2019-04-22,2.1,None,Local,Low,Not required,None,None,Partial,Qemu has integer overflows because IOReadHandler and its associated functions use a signed integer data type for a size value.,,,,
411,CVE-2018-18206,190,,,2018-10-10,2018-12-28,5,None,Remote,Low,Not required,None,None,Partial,In the client in Bytom before 1.0.6,,,,
412,CVE-2018-17963,190,,DoS,2018-10-09,2020-05-14,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,qemu_deliver_packet_iov in net/net.c in Qemu accepts packet sizes greater than INT_MAX,,,,
413,CVE-2018-17958,190,,Overflow,2018-10-09,2020-09-10,5,None,Remote,Low,Not required,None,None,Partial,Qemu has a Buffer Overflow in rtl8139_do_receive in hw/net/rtl8139.c because an incorrect integer data type is used.,,,,
