PostId,PostTypeId,ParentId,CreationDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastActivityDate,LastEditDate,CommentCount,FavouriteCount,Body,,QIds,QViewCounts
3497740,2,3497717,2010-08-16T21:59:35.950,1,,106581,,2010-08-16T22:09:43.477,2010-08-16T22:09:43.477,0,,"<p>You say the function is returning a <code>char</code>, but yet you try to return a <code>char*</code> (the reference to the array).  So you either need to change the function to be a <code>char*</code>, or you need to return an actual <code>char</code>.  Also, you return a reference to memory that is no longer valid, you need to either malloc on the heap, or pass in the pointer to be filled with the function call.</p>

<p>Edit: Further clarification</p>

<p>All of these are pointers to arrays of type uint8 or char.</p>

<pre><code>char hostname[] = ""www.XXXXX.com"";
uint8 ipaddr[]  = {XXX,XXX,XXX,XXX};
char uri[]      = ""/api/Login/"";  
char key[] = API_KEY;  //3490324032-asdfasd-234234
</code></pre>

<p>This is regular data.</p>

<pre><code>const int port  = 80;

//function to combine uri and key
char combine(char key[], char uri[]) {
  int i = 0;
  int x = 0;
</code></pre>

<p>This next line declares a pointer to an array of chars that has 8 elements.  This probably isn't what you want.  The sizeof macro is evaluating to <code>4</code> because that is the size of a pointer (compile and run the program below).  Also you need to change this to <code>char * long_s = malloc(sizeof(uri) + sizeof(key));</code>  Dont forget to free it later.</p>

<pre><code>  char long_s[sizeof(uri) + sizeof(key)];
  while(uri[i]) {
      long_s[i] = uri[i];
      ++i;
  }
  while(key[x]) {
      long_s[i] = key[x];
      ++i;
      ++x;
  }
  long_s[i] = '\0';
  //Serial.print(long_s);
</code></pre>

<p>This returns the pointer to the array that you just filled, not an actual char.</p>

<pre><code>  return long_s;  //pointer?
} 
</code></pre>

<p>These next lines should just be <code>char * newURI = combine(key, uri);</code></p>

<pre><code>char lon = combine (key, uri);
char* newURI = &amp;lon;

// A get request
GETrequest getSession(ipaddr, port, hostname, newURI);
</code></pre>

<p>Edit: Try this out:</p>

<pre><code>#include &lt;stdio.h&gt;

void test(char k[])
{
    printf(""%d\n"", sizeof(k));
}

int main ()
{
    char* key[100];
    test(key);
    printf(""%d\n"", sizeof(key));
    return 0;
}
</code></pre>
",,7592848,3310
3497745,2,3497717,2010-08-16T22:00:12.963,0,,326900,,2010-08-16T22:00:12.963,,0,,"<p>If you are planning to return a pointer to char, your function should be declared as</p>

<pre><code>char *combine (char key[], char uri[])
{
    //...etc...
    return long_s;  //pointer?
} 
</code></pre>
",,7708553,1490
3497787,2,3497717,2010-08-16T22:04:51.087,2,,13005,,2010-08-16T22:27:00.630,2010-08-16T22:27:00.630,0,,"<p>You're not trying to return a <code>char</code>, you're trying to return a string.</p>

<p>A <code>char</code> in C is a character (or a byte). A string is a sequence of characters. Yes, you need some sort of memory location, either allocated in your <code>combine</code> function with <code>malloc</code>, or supplied by the caller as an extra parameter. Or more likely two extra parameters, a pointer and a length, to help ensure there's enough space to write the concatenated strings.</p>

<p>Everying in C is passed (and returned) by value[*]. So when you return a <code>char</code>, you're just returning one of the possible values a <code>char</code> can take. There's no way you can return a <code>char</code> from the beginning of a string, take a pointer to the return value, and get the rest of the string. By analogy if I tell you that I'm thinking of the letter ""a"", it doesn't make sense to ask whether I mean the ""a"" in ""ask"" or the ""a"" in ""mean"". I just mean a letter ""a"": no further context. You need pointers if you want to indicate <em>which</em> string that letter ""a"" belongs to.</p>

<p>Also, <code>sizeof</code> doesn't measure the length of a string. It gives you the size of the <em>type</em> or object which is its operand. Due to an unfortunate peculiarity of the syntax of C, your parameters <code>key</code> and <code>uri</code> are of type <code>char*</code> - they're pointers, so their size is the size of a pointer, not the length of the array that it points to (the first element of). So, your <code>long_s</code> buffer is only 8/16 bytes big (on a typical 32/64 bit architecture), and will be overflowed. This results in undefined behaviour, meaning that it might crash, it might appear to work, or it might allow an attacker to gain control of your machine.</p>

<p>Finally, there are standard functions <code>strlen</code>, <code>strcat</code> and <code>strncat</code> which you could look at to see how string handling works in C. Here's one way to do it:</p>

<pre><code>char *newURI = malloc(strlen(uri) + strlen(key) + 1);
if (newURL == 0) { /* indicate failure, somehow */ }
strcpy(newURI, uri);
strcat(newURI, key);
GETrequest session = getSession(ipaddr, port, hostname, newURI);
free(newURI); // avoids a memory leak
// do something with the session...
</code></pre>

<p>[*] even pointers are passed by value.</p>
",,7777131,348
3497863,2,3497717,2010-08-16T22:17:25.313,5,,134633,,2010-08-16T22:17:25.313,,0,,"<p>Your function return value is <code>char</code> - that means that it returns a <em>single</em> <code>char</code> (which can only represent one character).  A string is represented by an array of <code>char</code>s, which is usually referred to by a pointer (<code>char *</code>).</p>

<p>So you need to return a <code>char *</code> - but this leads to another problem.  The pointer must be pointing at an array that outlives the function call.  Your array <code>long_s</code> will be destroyed as soon as the function returns, so this is not suitable.  The usual alternative is to allow the caller to supply a buffer of sufficient size (note also that your loops can be replaced with the <code>strcpy()</code> and <code>strcat()</code> functions):</p>

<pre><code>char *combine(char result[], size_t result_sz, const char key[], const char uri[])
{
  /* Test to see if there is sufficient space */

  if (strlen(uri) + strlen(key) + 1 &gt; result_sz)
  {
    return NULL;
  }

  strcpy(result, uri);
  strcat(result, key);

  return result;
} 
</code></pre>

<p>Then your caller must use:</p>

<pre><code>char lon[1024];
char *newURI = combine (lon, sizeof lon, key, uri);

if (newURI == NULL)
{
    /* Error - URL too long */
}
else
{
    GETrequest getSession(ipaddr, port, hostname, newURI);
}
</code></pre>
",,7801478,2821
3497868,2,3497717,2010-08-16T22:17:43.757,1,,12711,,2010-08-16T22:17:43.757,2017-05-23T12:25:36.213,0,,"<p>You have a couple of problems:</p>

<ol>
<li><p>you're returning a pointer to a local variable. While you might be able to accidentally print reasonable looking output from that result, there's a bug here in that you're accessing data that's no longer valid.  The local variable the result is pointing to is no longer 'alive' once the function returns</p></li>
<li><p>you're sizing the result buffer incorrectly.  The <code>uri</code> and <code>key</code> parameters are really pointers (see <a href=""https://stackoverflow.com/questions/1328223/sizeof-array-passed-as-parameter"">Sizeof array passed as parameter</a>), so </p>

<pre><code>char long_s[sizeof(uri) + sizeof(key)];
</code></pre>

<p>actually gives you an array of characters large enough to hold 2 pointers, which isn't necessarily large enough to hold your strings.</p></li>
</ol>

<p>You need to decide how you want to manage the combined string.  There are a couple options:</p>

<ol>
<li><p>Have your callers pass in a buffer to use (along with the size so you can prevent overrun errors)</p></li>
<li><p>Have the function allocate the buffer and require the caller to free it when they no longer need it.</p></li>
</ol>

<p>An example using option 2:</p>

<pre><code>//function to combine uri and key
char* combine(char const* key, char const* uri) {
    int len = strlen(key) + strlen(uri) + 1; /* don't the '\0' terminator */

    char* pResult = malloc(len);

    if (pResult) {
        /* we got a buffer */
        strcpy( pResult, uri);
        strcat( pResult, key);
    }

    return pResult; /* will return NULL on failure */
                    /* caller is responsible for calling free() */
} 
</code></pre>
",,7845196,6619
3543533,2,3543461,2010-08-22T21:39:29.830,3,,82320,,2011-10-11T20:45:45.863,2011-10-11T20:45:45.863,3,,"<p>You can't really say there. The length of the uncompiled code has little to do with the length of the compiled code. For example:</p>

<pre><code>#include &lt;iostream&gt;
#include &lt;vector&gt;
#include &lt;string&gt;
#include &lt;algorithm&gt;

int main()
{
  std::vector&lt;std::string&gt; strings;
  strings.push_back(""Hello"");
  strings.push_back(""World"");
  std::sort(strings.begin(), strings.end());
  std::copy(strings.begin(), strings.end(), std::ostream_iterator&lt;std::string&gt;(std::cout, """"));
}
</code></pre>

<p>vs</p>

<pre><code>#include &lt;iostream&gt;
#include &lt;vector&gt;
#include &lt;string&gt;
#include &lt;algorithm&gt;

int main()
{
  std::vector&lt;std::string&gt; strings;
  strings.push_back(""Hello"");
  strings.push_back(""World"");
  for ( int idx = 0; idx &lt; strings.size(); idx++ )
    std::cout &lt;&lt; strings[idx];
}
</code></pre>

<p>Both are the exact same number of lines, and produce the same output, but the first example involves an instantiation of std::sort, which is probably an order of magnitude more code than the rest of the code here.</p>

<p>If you absolutely need to count number of bytes used in the program, use assembler.</p>
",,7923965,1284
3839812,2,3687113,2010-10-01T13:54:03.217,0,,5065,,2010-10-01T13:54:03.217,,0,,"<p>It sounds like you need to create a protocol for communicating between the 'bots and the PC. It could look something like this:</p>

<pre>
Byte   Value  Description
 1     0xAA   First sync byte
 2     0x55   Second sync byte
 3     seq    Message sequence number, increments for each new message transmitted
 4     1      Message type (1 = Wheel encoder report)
 5     5      Number of data bytes to follow
 6     ID     Bot ID
 7     FL     Front left wheel encoder
 8     FR     Front right wheel encoder
 9     RL     Rear left wheel encoder
 10    RR     Rear right wheel encoder
 11    CS     Checksum of bytes 1 - 10
</pre>

<p>Now if the messages are not sent in discrete packets (i.e. UDP), but asynchronously over a serial port, then the message bytes from different bots could become intermingled. The above protocol will at least verify the integrity of a received message, but the probability of receiving a valid message will decrease as the number of bots simultaneously transmitting to the PC increases.</p>

<p>A method for solving the asynchronous problem involves embedding the bot ID in each byte transmitted. If there are no more than 16 bots, then their ID could be placed in the upper nibble of the transmit byte and 4-bits of data in the lower nibble. It would then require two transmit bytes to send one data byte: 0x1F + 0x13 = 0x3F from bot #1. This would double the size of your messages and require code on the receiving side to parcel the incoming data into separate receive queues for each bot.</p>
",,8086281,720
4189094,2,4188782,2010-11-15T21:42:58.550,2,,214296,,2010-11-15T23:01:33.347,2010-11-15T23:01:33.347,2,,"<p>I was able to resolve the problem using <code>BuildCommDCB</code>:</p>

<pre><code>DCB dcb = {0};

if ( !::BuildCommDCB( _T(""baud=38400 parity=N data=8 stop=1""), &amp;dcb ) )
{
    TRACE(_T(""CSerialPort : Failed to build the DCB structure - Error: %d""), GetLastError());
    ThrowException();
}
</code></pre>
",,8123057,4354
50797798,2,4188782,2018-06-11T12:30:42.857,1,,4787818,,2018-06-11T14:13:20.063,2018-06-11T14:13:20.063,0,,"<p>This is my code and its working well.</p>

<pre><code>/* Try to open the port */
hCom = CreateFile(szPort, GENERIC_READ | GENERIC_WRITE, 0, 0, OPEN_EXISTING, 0, 0);

if (hCom != INVALID_HANDLE_VALUE) {
    printf(""Handle success\n"");
}

    dcb = { 0 };
    dcb.DCBlength = sizeof(dcb);

    fSuccess = GetCommState(hCom, &amp;dcb);

    if (!fSuccess) {
        // Handle the error.
        printf(""GetCommState failed with error %d.\n"", GetLastError());
        CloseHandle(hCom);
        return APP_ERROR;
    }

    // Fill in DCB: 57,600 bps, 8 data bits, no parity, and 1 stop bit.
    dcb = { 0 };
    dcb.DCBlength = sizeof(dcb);

    dcb.BaudRate = CBR_115200;     // Set the baud rate
    dcb.ByteSize = 8;              // Data size, xmit, and rcv
    dcb.Parity = NOPARITY;         // No parity bit
    dcb.StopBits = ONESTOPBIT;     // One stop bit

    fSuccess = SetCommState(hCom, &amp;dcb);

    if (!fSuccess) {
        // Handle the error.
        printf(""SetCommState failed with error %d.\n"", GetLastError());
        CloseHandle(hCom);
        return APP_ERROR;
    }
}

printf(""Serial port successfully reconfigured.\n"");
</code></pre>
",,8234614,2114
4359018,2,4358975,2010-12-05T13:24:37.973,2,,298661,,2010-12-05T13:24:37.973,,3,,"<p>You should use a std::vector.</p>

<pre><code>class myCLass {
public:
    myClass(int size)
        : intarray(size) {
    for(int i = 0; i &lt; size; i++) intarray[i] = 0;
    }
private:
    std::vector&lt;int&gt; intarray;
};
</code></pre>
",,8263382,15019
4359039,2,4358975,2010-12-05T13:28:28.737,2,,81424,,2010-12-05T14:59:55.377,2010-12-05T14:59:55.377,0,,"<p>I'll try the following:</p>

<pre><code>class myClass
{
  public: 
    MyClass(int size);
    ~MyClass();
  private:
    int* _intArray;
};

MyClass::MyClass(int size) {
  _intArray = new int[size];
  for (int i=0; i&lt;size; ++i) _intArray[i] =0; // or use memset ...
}

MyClass::~MyClass() {
  delete[] _intArray;
}
</code></pre>

<p>Or, even better, use a STL <code>vector</code> instead ...</p>
",,8420304,2365
4359054,2,4358975,2010-12-05T13:33:05.470,2,,464581,,2010-12-05T13:33:05.470,,7,,"<p>Your code as I'm writing this:</p>

<pre><code>class myClass
{
  public: MyClass(int size);
  private:
    int _intArray[];
};
</code></pre>

<p>The declaration of <code>_intArray</code> is not valid C++: a raw array needs to have a size specified at compile time.</p>

<p>You can instead instead use a <code>std::vector</code>:</p>

<pre><code>class myClass
{
public:
    MyClass( int size )
        : intArray_( size )    // Vector of given size with zero-valued elements.
    {}

private:
    std::vector&lt;int&gt; intArray_;
};
</code></pre>

<p><em>Note 1</em>: some compilers may allow your original code as a language extension, in order to support the ""struct hack"" (that's a C technique that's not necessary in C++).</p>

<p><em>Note 2</em>: I've changed the name of your member. Generally underscores at the start of names can be problematic because they may conflict with names from the C++ implementation.</p>

<p>Cheers &amp; hth.,</p>
",,8464645,17780
4359061,2,4358975,2010-12-05T13:36:07.287,2,,418110,,2010-12-05T13:36:07.287,,0,,"<p>You should really use vectors as others have suggested. A work-around could be as shown (in case you do not want to use memcpy or a loop).</p>

<p>This would be useful if you have a really huge array. Note that it would add a level of indirection to access the array.</p>

<pre><code>class myClass 
{ 
public: 
   myClass(){
      mt = T();    // value initialize.
   }
private:
   struct T{
      int _intArray[10]; 
   } mt;
};

int main(){
   myClass m;
}
</code></pre>
",,8466554,1609
4370018,2,4369948,2010-12-06T19:11:07.240,4,,106671,,2010-12-06T19:11:07.240,,0,,"<pre><code>char lineOneC[8] = { 0, 1, 1, 0, 0, 0, 0, 1 };
unsigned char b = 0;

for ( int i = 7; i &gt;= 0; i-- ) {
    b |= lineOneC[i] &lt;&lt; ( 7 - i );
}
</code></pre>
",,8578756,28357
4370023,2,4369948,2010-12-06T19:11:48.263,5,,526383,,2010-12-06T19:11:48.263,,0,,"<p>Just shift 0 or 1 to its position in binary format. Like this</p>

<pre><code>char lineOneC[8] = {0,1,1,0,0,0,0,1}; 
char lineOneB = 0;
for(int i=0; i&lt;8;i++)
{
    lineOneB |= lineOneC[i] &lt;&lt; (7-i);
}
</code></pre>
",,8737642,1302
4370028,2,4369948,2010-12-06T19:12:52.490,6,,82320,,2010-12-06T19:12:52.490,,1,,"<p>I'm not sure about specific restrictions imposed by the Adruino platform,
but this should work on any standard compiler.</p>

<pre><code>char GetBitArrayAsByte(const char inputArray[8])
{
    char result = 0;
    for (int idx = 0; idx &lt; 8; ++idx)
    {
        result |= (inputArray[7-idx] &lt;&lt; idx);
    }
    return result;
}
</code></pre>

<p><a href=""http://codepad.org/eXxCJxll"" rel=""nofollow"">A test of this code is now on Codepad</a>, if that
helps.</p>
",,8819580,9058
4370032,2,4369948,2010-12-06T19:13:46.423,0,,529761,,2010-12-06T19:13:46.423,,0,,"<p>If you know that the values of your character array will always be either 1 or 0:</p>

<pre><code>char line[8] = { '0', '1', '1', '0', '0', '0', '0', '1'};

unsigned char linebyte = 0;
for (int i = 7, j = 0; j &lt; 8; --i, ++j)
{
    if (line[j] == '1')
    {
        linebyte |= (1 &lt;&lt; i);
    }
}
</code></pre>
",,8873998,4075
4370099,2,4369948,2010-12-06T19:22:15.693,0,,513660,,2010-12-07T03:14:49.833,2010-12-07T03:14:49.833,2,,"<p>If the result is supposed to be <code>B01100001</code>, then byte 0 is the MSB (most significant bit), not byte 7 ...</p>

<pre><code>char line[8] = { 0, 1, 1, 0, 0, 0, 0, 1 };
unsigned char b = 0;
for ( int ii = 0; ii &lt; 8; ii++ )
{
  b &lt;&lt;= 1;
  b |= line[ii];
}
</code></pre>

<p>The other answers I've seen, if I read them correctly, put the MSB on byte 7.</p>

<p>EDIT: Fixed quotes; miscopied it before.</p>
",,8941262,13688
4523700,2,4523653,2010-12-24T01:36:19.987,1,,177517,,2010-12-24T01:36:19.987,,3,,"<p>Uhm.. Probably I'm missing something here, but why don't you change that big switch to:</p>

<pre><code>
if(color != prev_color)
{
    shadowRam[addr][nChip-1] |= bitval;
    HT1632C::sendData(nChip, addr, shadowRam[addr][nChip-1]);
    shadowRam[addr+32][nChip-1] &= ~bitval;
    HT1632C::sendData(nChip, addr+32, shadowRam[addr+32][nChip-1]);
}
</code></pre>
",,9072320,64620
4524111,2,4523653,2010-12-24T04:00:05.350,2,,232593,,2010-12-24T06:19:05.803,2010-12-24T06:19:05.803,4,,"<p>This isn't a real answer, but I think it might be a step towards figuring this out.  Since there is so much code duplication and confusing conditional code, you should start with a refactor.  It will then be much easier to understand the algorithm.  I've taken a stab at it, though no promises that it will be bug free.</p>

<p>Get rid of getShadowRam, and modify plot to look like this:</p>

<pre><code>void HT1632C::plot (int x, int y, byte color)
{
  if (x &lt; 0 || x &gt; X_MAX || y &lt; 0 || y &gt; Y_MAX)
    return;

  if (color != BLACK &amp;&amp; color != GREEN &amp;&amp; color != RED &amp;&amp; color != ORANGE)
    return;

  // using local struct to allow local function definitions
  struct shadowRamAccessor {
    shadowRamAccessor(byte x, byte y) {
      nChip = (x &gt;= 32 ? 3 : 1)
        + x / 16
        + (y &gt; 7 ? 2 : 0);
      bitval = 8 &gt;&gt; (y &amp; 3);
      addr = ((x % 16) &lt;&lt; 1) + ((y % 8) &gt;&gt; 2);
      highAddr = addr + 32;
    }

    byte&amp; getShadowRam(byte addr) {
      return shadowRam[addr][nChip-1];
    }

    byte getPreviousColor() {
      byte greenComponent = getShadowRam(addr) &amp; bitval ? GREEN : BLACK;
      byte redComponent = getShadowRam(highAddr) &amp; bitval ? RED : BLACK;
      return greenComponent | redComponent;
    }

    void setValue(byte newColor) {
      byte prev_color = getPreviousColor();
      if(newColor != prev_color)
        setValue(newColor &amp; GREEN, newColor &amp; RED);
    }

    void setValue(bool greenBit, bool redBit)
    {
      HT1632C::sendData(nChip, addr,
        greenBit
          ? getShadowRam(addr) |= bitval
          : getShadowRam(addr) &amp;= !bitval
        );
      HT1632C::sendData(nChip, highAddr,
        redBit
          ? getShadowRam(highAddr) |= bitval
          : getShadowRam(highAddr) &amp;= ~bitval
        );
    }

    byte nChip, bitval, addr, highAddr;
  };

  shadowRamAccessor(x, y).setValue(color);
}
</code></pre>
",,9085028,1381
4729314,2,4674990,2011-01-18T21:35:06.723,1,,4304,,2011-01-19T05:38:35.933,2011-01-19T05:38:35.933,0,,"<blockquote>
  <p>Also, from what I read on the MSDN
  website, it looks like
  FileIOCompletionRoutine will get
  called asynchronously in its own
  thread. Is that correct?</p>
</blockquote>

<p>No, that is not correct. The completion routine gets called in the context of the thread in which it the ReadFileEx called is made. When it is ready to run, it is queued until the thread is in an ""alertable wait state"". That typically happens when you call one of the Wait* functions. Furthermore, from the MSDN for <a href=""http://msdn.microsoft.com/en-us/library/aa365468%28VS.85%29.aspx"" rel=""nofollow"">ReadFileEx</a>, it states:</p>

<blockquote>
  <p>The ReadFileEx function ignores the
  OVERLAPPED structure's hEvent member.
  An application is free to use that
  member for its own purposes in the
  context of a ReadFileEx call.
  ReadFileEx signals completion of its
  read operation by calling, or queuing
  a call to, the completion routine
  pointed to by lpCompletionRoutine, so
  it does not need an event handle.</p>
</blockquote>

<p>So the event you have created has no effect. Also, the reads will not be processed until ReadFileEx is called, so you have to reverse the order with your wait. What you should be doing in your reading loop is something like this (in Pseudocode):</p>

<pre><code>while(continue)
{
    ReadFileEx();
    WaitForSingleObject(s_hSerialPortRxThreadExitEvent);
    . . . etc . . .
}
</code></pre>
",,9110481,9328
4733385,2,4674990,2011-01-19T09:02:59.017,1,,286041,,2011-01-19T09:02:59.017,,1,,"<p>I don't know if I see your code wrong, but I see that you are setting up event, and waiting for the event without telling the O/S what are you waiting for, you should do ReadFileEx() first to tell O/S you are waiting for event when there's data in the buffer to read, then you do WFSO()/WFMO(), this what I do on my Serial port library (on receiver thread):</p>

<pre><code>do
{
    byteRead = 0;
    readBuffer = 0;
    if(!::ReadFile(this-&gt;commHandle,&amp;readBuffer,
                   1,NULL,&amp;this-&gt;readOverlapIO))
    {
         if(GetLastError() == ERROR_IO_PENDING)
         {
             if(::WaitForSingleObject(this-&gt;readOverlapIO.hEvent,INFINITE) == WAIT_OBJECT_0)
             {
                 if(!::GetOverlappedResult(this-&gt;commHandle,&amp;this-&gt;readOverlapIO,&amp;byteRead,FALSE))
                 {
                     byteRead = 0;
                 }
             }
         }
    }
    else
    {
         if(!::GetOverlappedResult(this-&gt;commHandle,&amp;this-&gt;readOverlapIO,&amp;byteRead,FALSE))
         {
              byteRead = 0;
         }
    }
    if(byteRead &gt; 0)
    {
          totalByteRead += this-&gt;ringBuffer.push(readBuffer,1);
    }
}while(byteRead);
</code></pre>

<p>I use completion event using event signal here, you can change it to completion function if you wanted to.</p>
",,9144794,1431
8115262,2,4705790,2011-11-13T22:28:46.023,8,,43839,,2011-11-15T21:42:17.023,2011-11-15T21:42:17.023,0,,"<p>I agree with you; this is an intolerable way to develop software: it requires every file that you need to be in the same directory as the main program!</p>

<p>To get around this, I use <code>make</code> to put together a single <code>.h</code> file from my <code>.h</code> and <code>.cpp</code> sources - you can see this used in <a href=""https://github.com/rec/swirly-avr/blob/master/Makefile"" rel=""noreferrer"">this Makefile</a>: </p>

<pre><code>PREPROCESS=gcc -E -C -x c -iquote ./src
# -E : Stop after preprocessing.
# -C : Don't discard comments.
# -x c : Treat the file as C code.
# -iquote ./src : Use ./src for the non-system include path.

TARGETS=sketches/morse/morse.h

all: $(TARGETS)

clean:
    rm $(TARGETS)

%.h: %.h.in
    $(PREPROCESS) $&lt; -o $@
</code></pre>

<p>Arduino is very picky about file endings - if you put a <code>.cpp</code> or <code>.cc</code> file in its directory it automatically uses it in the source, and you can't include anything that's not a <code>.cpp</code>, <code>.cc</code> or <code>.h</code> - so this is about the only way to do it.</p>

<p>I use a similar trick also to put together JavaScript files <a href=""https://github.com/rec/swirly/blob/master/Makefile"" rel=""noreferrer"">here</a>.</p>

<p>This requires that you run <code>make</code> after editing your files, but since I'm using an external editor (Emacs) anyway, this is zero hassle for me.</p>
",,9395579,495
45899264,2,4705790,2017-08-26T20:08:55.977,1,,1034133,,2017-08-26T20:08:55.977,,0,,"<p>What has worked for me is to create a dir, for example ""src"" under the sketch dir, and under that a dir for each personal library. </p>

<p>Example:</p>

<p>I have a project called ObstacleRobot, under that a folder for my sketch, named obstaclerobot (automatically created by the IDE) and there my sketch ""obstacleRobot.ino""</p>

<p>Up to now we have:</p>

<pre><code> /ObstacleRobot
    /obstaclerobot
       obstacleRobot.ino
</code></pre>

<p>Then I wanted to include a personal library that was fully related with this project and made no sense in including it in the IDE libraries, well in fact I want to do this for each part of the robot but I'm still working on it.</p>

<p>What in the end worked for me was:</p>

<pre><code> /ObstacleRobot
    /obstaclerobot
       obstacleRobot.ino
       /src
          /Sonar
             Sonar.h
             Sonar.cpp
</code></pre>

<p>Then what you have to do in the main sketch is to write the include as follows:</p>

<pre><code>#include ""src/Sonar/Sonar.h""
</code></pre>

<p>And thats all.</p>
",,9406601,230
4779066,2,4776231,2011-01-24T05:58:08.787,2,,557958,,2011-01-24T05:58:08.787,,1,,"<p>How about a function like this?</p>

<pre><code>int pixelAt(int index, int min, int max, int a, int b, int b_2)
{
    int pixel = -1;

    if (min &lt;= index &amp;&amp; index &lt;= max)
    {
        pixel = a * index + b;
        if (i % 2)
        {
            pixel += b_2;
        }
    }

    return pixel;
}
</code></pre>

<p>Then you would have:</p>

<pre><code>for (int i = 0; i &lt; numPixels; i++)
{
    // This assumes setColor(-1, x) does nothing
    setColor(pixelAt(i, 0, numPixels, 1, 0, 0), X);
    setColor(pixelAt(i, 0, 15, 1, 18, -5), Y);
    setColor(pixelAt(i, 0, 10, -3, numPixels, 0), Z);
}
</code></pre>

<p>Of course, the <code>pixelAt</code> function will get much more complicated if you add new requirements, such as changing the multiplication factor for even numbers, treating multiples of 3 differently, etc.  However, you could use functions similar to this one to reduce the number of functions you have to write.  One for simple patterns, one for even/odd patterns, one for multiples of threes, and so on.  Depends on how different the patterns are, and how much memory space you have for code.</p>
",,9662476,1826
28746343,2,5003548,2015-02-26T15:26:09.507,1,,4259832,,2015-02-27T18:26:30.573,2015-02-27T18:26:30.573,0,,"<p>You can get connected to the MATLAB interface by simply using the <code>serial</code> and <code>fopen</code> commands on MATLAB</p>

<p>eg: </p>

<pre><code>s=serial('COM2','Baudrate',9600,'Databits',8);

fopen(s);

count=0;

while count&lt;50

    a=fscanf(s);

    count=count+1;

end

fclose(s);
</code></pre>

<p>whereas on Arduino, use <code>Serial.print()</code> function.</p>

<p>Simple data can be sent using this. I never tried camera by using this technique. But by using a camera shield mounted on Ardunino, taking snapshots and later sending the data through Arduino to MATLAB as a matrix might work. Just an idea, might be possible.</p>

<p>Edit1:
I was looked up more into this, and found some potential hardwares for the same:
 1. ArduCam Shield for Arduino
 2. <a href=""https://www.sparkfun.com/products/11418"" rel=""nofollow"">https://www.sparkfun.com/products/11418</a></p>
",,9683869,2220
20505087,2,5534290,2013-12-10T21:00:02.330,0,,3088596,,2013-12-10T21:00:02.330,,0,,"<p>I found the easiest way to Serial print a single string composed of integers and your words (message):</p>

<p>in scketch :</p>

<pre><code>int w = 12;

Serial.Print (""my number is: "");

Serial.Print (w);

Serial.Println ("" - which is to be used in calculation!""
</code></pre>

<p>RESULT: </p>

<p>On serial monitor you will see (as a single LINE!!!!!!!!!!):</p>

<p>my number is: 12 - which is to be used in calculation!   </p>
",,9701895,3205
25867406,2,5534290,2014-09-16T11:19:35.140,0,,634355,,2014-09-16T13:09:53.407,2014-09-16T13:09:53.407,1,,"<p>The fastest and preferred way to do string concatenation under Arduino is,</p>

<ul>
<li>Use the String class.</li>
<li>If you really need the speed and/or simply want to avoid creating new in-memory strings with every concatenation operation, <strong>reserve the needed memory ahead of time with reserve()</strong>.</li>
<li>First, set the object to an empty string """".</li>
<li>Then, append the needed characters or strings by invoking concat() or the operator +=, <strong>using exactly one concat() or += operation per line of code</strong>. This is to avoid the creation of temporary Strings objects.</li>
<li>By executing reserve() in advance, the String object will be effectively acting as a line buffer.</li>
</ul>

<p>By applying the above guidelines, <strong>the concatenation operations will be done in place</strong>.</p>

<p>Note that reserve() should be called with the most appropriate value for the line buffer capacity, i.e.: maximum number of characters you need before String does a realloc(), not including the null-terminating character '\0'.</p>

<p>Three alternatives follow:</p>

<p>1) Here is the sample code,</p>

<pre><code>// Declaration, outside setup() and loop()
String line;

// Inside setup()
// Use the appropriate value for reserve(), depending on on your actual usage.
line.reserve(10);

// Inside loop()
line = """";
line += minutes;
line += "":"";
line += seconds;
line += "":"";
line += m;
Serial.println(line);
</code></pre>

<p>2) As an alternative to calling reserve() at setup(), you could declare and initialize the String with a ""template"" or dummy string which has the desired (maximum) length.</p>

<p>Here is the sample code for this alternative,</p>

<pre><code>// Declaration, outside setup() and loop()
String line = ""XXXX:YY:ZZ"";

// No need to use reserve() inside setup()

// Inside loop()
line = """";
line += minutes;
line += "":"";
line += seconds;
line += "":"";
line += m;
Serial.println(line);
</code></pre>

<p>The first approach allows you to use reserve() with a dynamically calculated maximum length value, while the second approach results in somewhat cleaner to read code when you have a ""template"" or known fixed length for the string you will be later composing.</p>

<p>3) <strong>If you only need to output the data to the output stream (usually Serial), this is the fastest and the most compact code, with no need of String or external libraries,</strong></p>

<pre><code>// No need to declare a String outside setup() and loop()
// No need to use reserve() inside setup()

// Inside loop()
Serial.print(minutes);
Serial.print("":"");
Serial.print(seconds);
Serial.print("":"");
Serial.println(m);
</code></pre>

<p>Note: the answer by John Y does exactly the same as my last piece of code, except for his ""simpler"" to read code (assuming you feel comfortable with the operator &lt;&lt;, used as C++ streaming syntactic sugar). In some cases, however, using the Streaming library will generate slightly larger/slower code.</p>
",,9729881,153
