ParentId,PostType,CreationDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,,LastActivityDate,LastEditDate,CommentCount,FavouriteCount
19728,1,2014-06-27T15:23:03.847,0,63,11593,,2014-06-27T16:00:43.913,,0,,"<p>I've followed this <a href=""http://www.maketecheasier.com/setup-wifi-on-raspberry-pi/"" rel=""nofollow noreferrer"">guide</a>, wich explains to first check if my USB gets recognized by my raspberry by <code>lsusb</code> or <code>ifconfig</code>. I've tried both and this is what I get:<br><br>
<code>ifconfig</code><br>
<img src=""https://i.stack.imgur.com/gUuDh.jpg"" alt=""enter image description here"">
<br><br><code>lsusb</code><br>
<img src=""https://i.stack.imgur.com/ufLDO.jpg"" alt=""enter image description here""></p>

<p>So my Raspberry does recognize my wifi adapter as it should because it is a wifi adapter that is compatible for the Pi.</p>

<p>As I continue through the guide and start up my desktop and open WiFi config. There is no adapter at all. It should give me an adapter called <code>wlan0</code>. But it's just empty:
<br><img src=""https://i.stack.imgur.com/N705i.jpg"" alt=""enter image description here""><br>
How can I fix this?</p>
"
19765,1,2014-06-30T04:54:42.887,6,26156,17754,,2018-05-08T21:35:08.373,2014-06-30T05:08:19.030,0,,"<p>I'm trying to make RPi generate high-speed square wave through its GPIO pin.</p>

<p>My code controlling GPIO output is based on <a href=""http://elinux.org/RPi_Low-level_peripherals#C"" rel=""noreferrer"">this article</a></p>

<p>The essential part of my code is the following:</p>

<pre><code>speed = 1000000; // 1 MHz, or 0.5 MHz anyway (just notice the order of MHz)
s2us = 1000000; // second to microsecond
while(1){
    GPIO_SET = 1&lt;&lt;7; // set GPIO 07 HIGH
    usleep(1/speed * s2us); // sleep for 1 us
    GPIO_CLR = 1&lt;&lt;7; // set GPIO 07  LOW
    usleep(1/speed * s2us); // sleep for 1 us
}
</code></pre>

<p>When I run my code, it shows the square wave with the period of 4.2 ms, which means about only 240 Hz. It's not a tolerable error since the order of hundreds Hz and MHz.</p>

<p>I've googled for this problem and found that <code>usleep</code>, <code>nanosleep</code> cannot work properly if the sleep time is too short since some kind of linux system scheduling. But I have no idea to solve this problem. Some suggest to use <code>delay</code> instead of <code>sleep</code> but I'm not sure it will work or not.</p>

<p>I use RPi model B rev 2.0 and Raspbina wheezy 2014. Fresh install and nothings installed.</p>
"
19902,1,2014-07-06T20:09:11.557,0,380,17865,,2015-04-15T23:20:04.247,2015-04-15T23:20:04.247,0,,"<p>I've just acquired myself a <a href=""https://energenie4u.co.uk/index.php/catalogue/product/ENER002-2PI"" rel=""nofollow"">Pi-mote from Energenie</a>.
I'm trying to replicate the code from <a href=""https://energenie4u.co.uk/res/software/ENER002-2PI.py"" rel=""nofollow"">their website</a> using Ruby and the pi_piper gem, but I've run in to problems.</p>

<p>For some reason, my turn_1_on function works just fine. But none of the others seem to work. I have tested that it still works correctly and as intended throughout with the python script. </p>

<p>Code as follows:</p>

<pre><code>require 'pi_piper'
  include PiPiper
  # Select the GPIO pins used for the encoder D0-D3 data inputs
  @pin11 = PiPiper::Pin.new(:pin =&gt; 17, :direction =&gt; :out)
  @pin13 = PiPiper::Pin.new(:pin =&gt; 27, :direction =&gt; :out)
  @pin15 = PiPiper::Pin.new(:pin =&gt; 22, :direction =&gt; :out)
  @pin16 = PiPiper::Pin.new(:pin =&gt; 23, :direction =&gt; :out)

  # Select the signal to select ASK/FSK
  @pin18 = PiPiper::Pin.new(:pin =&gt; 24, :direction =&gt; :out)

  # Select the signal used to enable/disable the modulator
  @pin22 = PiPiper::Pin.new(:pin =&gt; 25, :direction =&gt; :out)

  # Disable the modulator by setting CE pin lo
  @pin22.off

  # Set the modulator to ASK for On Off Keying
  # by setting MODSEL pin lo
  @pin18.off

  # Initialise D0-D3 inputs of the encoder to 0000
  @pin11.off
  @pin13.off
  @pin15.off
  @pin16.off

  # The On/Off code pairs correspond to the hand controller codes.
  # True = '1', False ='0'

  def turn_1_on
    @pin11.on
    puts ""Pin11 now has value #{@pin11.value}""
    @pin13.on
    puts ""Pin13 now has value #{@pin13.value}""
    @pin15.on
    puts ""Pin15 now has value #{@pin15.value}""
    @pin16.on
    puts ""Pin16 now has value #{@pin16.value}""
    sleep(0.1)
    @pin22.on
    sleep(0.25)
    @pin22.off
  end

  def turn_1_off
    @pin11.on
    puts ""Pin11 now has value #{@pin11.value}""
    @pin13.on
    puts ""Pin13 now has value #{@pin13.value}""
    @pin15.on
    puts ""Pin15 now has value #{@pin15.value}""
    @pin16.off
    puts ""Pin16 now has value #{@pin16.value}""
    sleep(0.1)
    @pin22.on
    sleep(0.25)
    @pin22.off
  end
</code></pre>
"
22003,1,2014-07-10T20:55:14.857,0,1405,18949,,2015-07-16T12:51:07.860,2015-07-16T12:51:07.860,0,,"<p>I'm trying to setup a switch on a breakout board which, upon flicking the switch, will allow me to  play a short mp3, then loop a second mp3 until I switch it off. When I do so, I want it to play a third mp3 (this is basically a siren starting up looping then shutting down). I can play mp3s using a push button but don't know how to use the switch, any help? </p>

<p>This is the current python script I'm using</p>

<pre><code>import pygame.mixer
import RPi.GPIO as GPIO
from time import sleep
from sys import exit

GPIO.setmode(GPIO.BCM)

GPIO.setup(23, GPIO.IN)
GPIO.setup(24, GPIO.IN)
GPIO.setup(25, GPIO.IN)

pygame.mixer.init(48000, -16, 1, 1024)

sndA = pygame.mixer.Sound(""buzzer.wav"")
sndB = pygame.mixer.Sound(""clap.wav"")
sndC = pygame.mixer.Sound(""laugh.wav"")

soundChannelA = pygame.mixer.Channel(1)
soundChannelB = pygame.mixer.Channel(2)
soundChannelC = pygame.mixer.Channel(3)

print ""Soundboard Ready.""

while True:
    try:
        if (GPIO.input(23) == True):
            soundChannelA.play(sndA)
        if (GPIO.input(24) == True):
            soundChannelB.play(sndB)
        if (GPIO.input(25) == True):
            soundChannelC.play(sndC)
        sleep(.01)
    except KeyboardInterrupt:
        exit()
</code></pre>
"
22054,1,2014-07-13T15:10:37.387,0,803,14306,,2014-09-30T13:07:29.780,2014-09-30T12:49:00.103,3,,"<p>I'm trying to read temperature form DHT22 using Raspbian patched with xenomai real time system. I'm following steps of  <a href=""http://www.adafruit.com/datasheets/Digital%20humidity%20and%20temperature%20sensor%20AM2302.pdf"" rel=""nofollow"">datasheet page 4</a> using gpio4.
.
the circuit is correctly wired(I can read with existing codes).
but I get false result (temperature about 80000).</p>

<p>my question is, since xenomai is hard real time, did it's <code>sleep</code> function take really the given amount of time???.</p>

<p>the max latency is about 30us (tested in parallel with <code>dd</code> command which take 80% of processor. (<code>/usr/xenomai/bin/latency</code> program)</p>

<p>or did the datasheet not specify exactly the communication (signal) steps???</p>

<pre><code>#define TASK_PRIO  99 /* Highest RT priority */
#define TASK_MODE  0  /* No flags */
#define TASK_STKSZ 0  /* Stack size (use default one) */
#define SIGNALS (0x1|0x4) /* Signals to send */
</code></pre>

<p>... </p>

<pre><code>   void read(void *cookie) {
         readDHT();
   }
</code></pre>

<p>... main</p>

<pre><code> int err;
        mlockall(MCL_CURRENT | MCL_FUTURE);

    err = rt_task_create(&amp;task_desc, ""MakoudaTask"",
    TASK_STKSZ,
    TASK_PRIO,
    TASK_MODE);
    if (!err)
        rt_task_start(&amp;task_desc, &amp;read, NULL);

    if (err) {
        printf("" cant reate task\n"");
        return 0;
    }
</code></pre>

<p>readDHT22.C</p>

<pre><code>uint64_t readDHT(int pin) {
  // Set GPIO pin to output
      GPIO_DIR_OUTPUT(pin);     // set pin output
      GPIO_CLEAR_PIN(pin);      // Set low
      rt_task_sleep(5000000);                // DHT22 needs min 1-10 ms to signal a startup
      GPIO_SET_PIN(pin);        // Take pin high
      rt_task_sleep(40000);  //sleep 40 us


  /*------------------sensor response --------------------*/

      GPIO_DIR_INPUT(pin);      // set pin input
      rt_task_sleep(80000); //sensor pull low 80 us
      rt_task_sleep(100000); // sensor pull up 80 us
    //  while(GPIO_READ_PIN(pin)); // wait till sensor pull down (ready to transmit data)


   /*--------------------- begin transmit data ------------*/

  uint64_t measure = 0;   // store the 40 bits
  uint8_t i;


      // start to read 40 bits
      for (i = 0; i &lt; 40; i++) {
          while(GPIO_READ_PIN(pin) == 0) // wait till sensor pull up (ready to transmit bit)
              rt_task_sleep(1);  //sleep 1 ns

          rt_task_sleep(40000); //wait 40us if still high then bit = 1 else bit = 0 because output=1 still 70 us
          if (GPIO_READ_PIN(pin))
          {
              measure = measure | (1 &lt;&lt; i);
              while(GPIO_READ_PIN(pin)) //wait sensor pull down
                  rt_task_sleep(1000);
          }
      }

  return measure;
}
</code></pre>
"
22338,1,2014-07-25T04:10:48.667,0,259,17594,,2015-12-31T06:12:48.460,2015-12-31T06:12:48.460,2,,"<p>I would like to seek help on my REST API. I have finished constructed my basic REST API for my Raspberry PI and able to work now, thanks to you guys. Now I would like to display mySQL database records in a table with loop so it can always display new records but it failed and prompt an error which I have screenshot it down and uploaded.</p>

<p><strong>This is my led_rest_api.js:</strong></p>

<pre><code>var express = require('express');
var bodyParser = require('body-parser');
var gpio = require('pi-gpio');
var app = express();
var dateFormat = require('dateformat');
var mysql = require('mysql');
var http = require('http');

var now = new Date().toISOString().replace(/T/, ' ').replace(/\..+/, '');

var conn = mysql.createConnection({
   host: 'localhost',
   user: 'user',
   password: 'password',
   database: 'sensor'
});

dateFormat(now);
app.use(bodyParser.json());
app.set('port', process.env.PORT || 3030);

var display = conn.query('SELECT * FROM sensorInfo');

var table = ('&lt;tr&gt;&lt;th&gt;Sensor ID&lt;/th&gt;&lt;th&gt;Sensor&lt;/th&gt;&lt;th&gt;On Log Time&lt;/th&gt;&lt;th&gt;Off Log Time&lt;/th&gt;&lt;/tr&gt;');

foreach (display as row) {
        table. =
       ""&lt;tr&gt;&lt;td&gt;"". $row['sensorId'] . ""&lt;/td&gt;"". 
            ""&lt;td&gt;"". $row['sensors'] . ""&lt;/td&gt;"".
       ""&lt;td&gt;"". $row['onLogTime'] . ""&lt;/td&gt;"".
            ""&lt;td&gt;"". $row['offLogTime'] .""&lt;/td&gt;&lt;/tr&gt;"";
    });

var server = http.createServer(function(request, response) {
   response.writeHead(200, {""Content-Type"": ""text/html""});
   response.write(""&lt;!DOCTYPE html&gt;"");
   response.write(""&lt;html&gt;"");
   response.write(""&lt;head&gt;"");
   response.write(""&lt;title&gt;&lt;H1 align=""center""&gt;Sensor REST API&lt;/H&gt;&lt;/title&gt;"");
   response.write(""&lt;/head&gt;"");
   response.write(""&lt;body&gt;"");
   response.write(""&lt;table border=1&gt;table&lt;/table&gt;"");
   response.write(""&lt;/body&gt;"");
   response.write(""&lt;/html&gt;"");
   response.end();
});

app.put('/:pin/1', function(req, res)
{
  var pin = req.params.pin;

  gpio.open(pin, 'output', function(err){
    if (pin === 7){
        //Set pin 7 high (1)
            gpio.write(7, 1, function() 
        {
                conn.query('INSERT INTO sensor(sensorId, sensors, onLogTime, offLogTime) VALUES(1, ""Red LED"", current_timestamp(), NULL)', function(err){
            if (err) throw err;
                else res.send('success');
         });
                res.send(now);
                gpio.close(7);
        });
        return gpio;
    } if (pin === 11){
        //Set pin 11 high (1)
            gpio.write(11, 1, function() 
        {
                conn.query('INSERT INTO sensor(sensorId, sensors, onLogTime, offLogTime) VALUES(2, ""Blue LED"", current_timestamp(), NULL)', function(err){
            if (err) throw err;
                else res.send('success');
         });
                res.send(now);
                gpio.close(11);
        });
        return gpio;
    } if (pin === 16){
        //Set pin 16 high (1)
            gpio.write(16, 1, function() 
        {
                conn.query('INSERT INTO sensor(sensorId, sensors, onLogTime, offLogTime) VALUES(3, ""Green LED"", current_timestamp(), NULL)', function(err){
            if (err) throw err;
                else res.send('success');
         });
                res.send(now);
                gpio.close(16);  
        });
        return gpio;
    }
  }
});

app.put('/:pin/0', function(req, res)
{
  var pin = req.params.pin;

  gpio.open(pin, 'output', function(err){
    if (pin === 7){
        //Set pin 7 low (0)
            gpio.write(7, 0, function() 
        {
                conn.query('INSERT INTO sensor(sensorId, sensors, onLogTime, offLogTime) VALUES(1, ""Red LED"", NULL, current_timestamp())', function(err){
            if (err) throw err;
                else res.send('success');
         });
                res.send(now);
                gpio.close(7);
        });
        return gpio;
    } if (pin === 11){
        //Set pin 11 low (0)
            gpio.write(11, 0, function() 
        {
                conn.query('INSERT INTO sensor(sensorId, sensors, onLogTime, offLogTime) VALUES(2, ""Blue LED"", NULL, current_timestamp())', function(err){
            if (err) throw err;
                else res.send('success');
         });
                res.send(now);
                gpio.close(11);
        });
        return gpio;
    } if (pin === 16){
        //Set pin 16 low (0)
            gpio.write(16, 0, function() 
        {
                conn.query('INSERT INTO sensor(sensorId, sensors, onLogTime, offLogTime) VALUES(3, ""Green LED"", NULL, current_timestamp())', function(err){
            if (err) throw err;
                else res.send('success');
         });
                res.send(now);
                gpio.close(16);
        });
        return gpio;
    }
  }
});

server = app.listen(app.get('port'), function() {
  console.log('Listening on port %d', server.address().port);
</code></pre>

<p><strong>This is the error screenshot:</strong></p>

<p><img src=""https://i.stack.imgur.com/bVXfv.png"" alt=""enter image description here""></p>
"
22349,1,2014-07-25T14:04:45.493,1,8541,17621,,2016-02-13T00:26:10.077,2016-02-12T23:31:07.877,6,,"<p>I have followed numerous tutorials to get my Wi-Fi dongle working on my Raspberry Pi, and when I use this command:</p>

<pre><code>iwconfig
</code></pre>

<p>I get what almost all the tutorials show me, but I still can't get to Google or any other website. Here is what I get:</p>

<p><img src=""https://i.stack.imgur.com/WeJSf.jpg"" alt=""iwconfig outcome""></p>

<p>I can also post my <code>/etc/network/interfaces</code> file if needed.</p>

<p>Here is the ouput of <code>ifconfig -a</code>:</p>

<p><img src=""https://i.stack.imgur.com/W1xaG.jpg"" alt=""Enter image description here""></p>
"
22363,1,2014-07-26T23:49:52.600,7,10892,19284,,2016-07-22T11:07:43.947,2016-07-22T11:07:43.947,0,,"<p>I have the Raspberry Pi B+, and it has four USB ports.</p>

<p>At the moment I am powering an Arduino Mega, a small <a href=""http://en.wikipedia.org/wiki/Radio-frequency_identification"" rel=""nofollow"">RFID</a> reader and a keyboard. I plan to also power a Wi-Fi dongle and an <a href=""http://arduino.cc/en/Main/ArduinoBoardUno"" rel=""nofollow"">Arduino Uno</a>.</p>

<p>Will this just work? I mean it does work. But I was wondering why people use powered USB hubs. I heard some people say Wi-Fi dongles sometimes need a powered USB hub to have good range.</p>

<p>Essentially, what are the advantages of a powered USB hub?
and should I get one for my use situation?</p>
"
22490,1,2014-07-31T20:12:53.913,5,12129,19254,,2015-08-20T21:36:42.407,2017-03-10T09:42:48.250,9,,"<p>I have been trying for ages to work this problem out and can't figure it out. I have two nrf24 transceivers, one connected to the raspberry pi and the other connected to an Arduino. My code for the Arduino is written using the maniacbug rf24 library and the raspberry pi is using a modified version of that (I don't remember which one but i think it was Stanely-something-or-other). When I ran my code, Before it would give me erroneous feed back and the addresses where something like 0xffffffffffff (i dont remember the count but it was f repeating). The wiring here was done as per: <img src=""https://hack.lenotta.com/wp-content/uploads/2013/10/Raspischeme-1024x809.png"" alt=""rpi wiring"">. I then rewired as it was suggested on this page <a href=""http://www.raspberrypi.org/forums/viewtopic.php?t=17061&amp;p=350040"" rel=""nofollow noreferrer"">http://www.raspberrypi.org/forums/viewtopic.php?t=17061&amp;p=350040</a> and it looked like </p>

<pre><code>RPi GPIO9 (Pin 21) to RF Module Pin 7 ( MISO )
RPi GPIO10 (Pin 19) to RF Module Pin 6 ( MOSI )
RPi GPIO 11 (Pin 23) to RF Module Pin 5 ( SCK )
RPi GPIO8 (Pin 24) to RF Module Pin 3 ( CE )
RPi GPIO 25 (Pin 22) to RF Module Pin 4 ( CSN )
RPI 3.3V (Pin 17) to RF Module Pin 2 ( VCC/3.3V )
RPi Gnd (Pin 25) to RF Module Pin 1 (GND)
</code></pre>

<p>How ever now, Eveything is zeroed out instead of repeating f. and I am not getting any output (before it gave me really big numbers, the max for unsigned log i believe).
I also ran the example code and same things. </p>

<p>This Is my radio data: </p>

<pre><code>SPI device       = /dev/spidev0.0
SPI speed        = 8000000
CE GPIO          = 25
STATUS           = 0x00 RX_DR=0 TX_DS=0 MAX_RT=0 RX_P_NO=0 TX_FULL=0
RX_ADDR_P0-1     = 0x0000000000 0x0000000000
RX_ADDR_P2-5     = 0x00 0x00 0x00 0x00
TX_ADDR          = 0x0000000000
RX_PW_P0-6       = 0x00 0x00 0x00 0x00 0x00 0x00
EN_AA            = 0x00
EN_RXADDR        = 0x00
RF_CH            = 0x00
RF_SETUP         = 0x00
CONFIG           = 0x00
DYNPD/FEATURE    = 0x00 0x00
Data Rate        = 1MBPS
Model            = nRF24L01
CRC Length       = Disabled
PA Power         = PA_MIN
</code></pre>

<p>this was taken from the rpi_hub example</p>

<p>What Am I doing wrong? should I wire it a different way?</p>

<p>Edit: Here is the code. Sorry it took so long, I had everything working on two arduinos so I thought the raspberry pi would be fine. turns out it isnt =/</p>

<pre><code>#include ""../costumLibraries/RF24/librf24-rpi/librf24/RF24.h""
#include &lt;stdio.h&gt;
#include &lt;stdlib.h&gt;
#include &lt;unistd.h&gt;
#include &lt;string.h&gt;
#include &lt;string&gt;
#include &lt;getopt.h&gt;
#include &lt;cstdlib&gt;
#include &lt;iostream&gt;
#include &lt;string&gt;
#include &lt;ctime&gt;
// Command Line: g++ -Wall -Ofast -mfpu=vfp -mfloat-abi=hard -march=armv6zk -mtune=arm1176jzf-s -L../librf24/  -lrf24 -pthread *.cpp -o remote
using namespace std;
RF24 radio(""/dev/spidev0.0"",8000000 , 25);  //spi device, speed and CSN,only CSN is NEEDED in RPI
const uint64_t pipes[2] = { 0xF0F0F0F0E1LL, 0xF0F0F0F0D2LL };

void setup(void){
    //Prepare the radio module
    printf(""\nPreparing interface\n"");
    radio.begin();
    radio.setRetries( 15, 15);
    radio.openWritingPipe(pipes[0]);
    radio.openReadingPipe(1,pipes[1]);
    // radio.startListening();
    radio.printDetails();
    cout&lt;&lt;""good""&lt;&lt;endl;
}


int main( int argc, char ** argv){
        string choice;
        // time_t timer;
        int choiceVal;
        setup();
        while(choice != ""quit""){
            cout&lt;&lt;""&gt;"";
            cin&gt;&gt;choice;
            cout&lt;&lt;endl;
            choiceVal = atoi(choice.c_str());
            if(choice!=""quit""){ 
               radio.write(&amp;choiceVal, sizeof(int));
               printf(""\n\rRecieved and sent %i"",choiceVal);
               radio.startListening();
               unsigned long started_waiting_at = time(NULL);
               bool timeout = false;
               while ( ! radio.available() &amp;&amp; ! timeout )
                 if (time(NULL) - started_waiting_at &gt; 200 )
                   timeout = true;

               // Describe the results
               if ( timeout )
               {
                 printf(""Failed, response timed out.\n\r"");
               }
               bool done = false;
               while (!done){
               // Fetch the payload, and see if this was the last one.
                   done = radio.read( &amp;choiceVal, sizeof(int) );
                   printf(""recieved: %i"",choiceVal);
                   delay(20);
               }
               radio.stopListening();
            }
        }
}
</code></pre>
"
22495,1,2014-08-01T08:44:36.517,0,406,19420,,2015-12-31T07:07:04.553,2015-12-31T07:07:04.553,4,,"<p>I would like to seek help on my LED Switch REST API. I have created my own REST API and able to light up my LED when I type in the URL for example: <code>localhost:3030/7/1</code> to light on and <code>localhost:3030/7/0</code> to light off. But when I start to <strong>implement a switch to manually on and off my LED without keying URL</strong>, my whole REST API able to start up but no LEDs light up when I click my switch. </p>

<p><strong>This is my switch_rest_api.js</strong></p>

<pre><code>var express = require('express');
var path = require('path');
var bodyParser = require('body-parser');
var gpio = require('pi-gpio');
var app = express();
var mysql = require('mysql');

app.use(bodyParser.json());
app.set('port', process.env.PORT || 3030);

var conn = mysql.createConnection({
    host: 'localhost',
    user: 'user',
    password: 'password',
    database: 'rest_api'
});

app.get('', function(req, res) {
var pin = req.params.pin;

gpio.open(pin, 'input', function(err) {
    if (pin === '12') {
        //Set pin 12 as SWitch to turn on LED
        gpio.write(12, 1, function(err) {
                if (err) throw err;
                else {
                    gpio.open(pin, 'output', function(err) {
                        gpio.write(7, 1, function(err) {
                            conn.query('INSERT INTO sensorLog(sensorId, logTime, sensorValue) VALUES(1, current_timestamp(), 1)', function(err){
                                if (err) throw err;
                                    else {
                                    console.log(""Successfully store to mySQL database"");
                                }
                            });
                            res.send(200);
                                gpio.close(7);
                        });
                        gpio.write(11, 1, function(err) {
                            conn.query('INSERT INTO sensorLog(sensorId, logTime, sensorValue) VALUES(2, current_timestamp(), 1)', function(err){
                                if (err) throw err;
                                    else {
                                    console.log(""Successfully store to mySQL database"");
                                }
                            });
                            res.send(200);
                                gpio.close(11);
                        });
                        gpio.write(13, 1, function(err) {
                            conn.query('INSERT INTO sensorLog(sensorId, logTime, sensorValue) VALUES(3, current_timestamp(), 1)', function(err){
                                if (err) throw err;
                                    else {
                                    console.log(""Successfully store to mySQL database"");
                                }
                            });
                            res.send(200);
                                gpio.close(13);
                        });
                    });
                    console.log(""Switch is on"");
                }
                res.send(200);
                gpio.close(12);
        });
    }
});
});

var server = app.listen(app.get('port'), function() {
  console.log('Listening on port %d', server.address().port);
});
</code></pre>

<p><strong>This is my circuit screenshots:</strong></p>

<p><img src=""https://i.stack.imgur.com/gAtgL.jpg"" alt=""enter image description here""></p>
"
22708,1,2014-08-12T06:10:34.153,6,31082,19640,,2020-07-04T23:46:48.253,2015-12-31T07:07:43.723,1,,"<p>I have recorded a .wav file using the command:</p>

<pre><code>arecord test.wav
</code></pre>

<p>But when I try to play it, there is no sound output. It's like the raspberry pi is stuck on mute. I initially thought that my microphone was defective, but I sent the wav file to my desktop and played it, and it definitely is not empty.</p>

<p>The audio on my raspberry pi works when I run the hello_audio.bin located in
        /opt/vc/src/hello_pi/hello_audio
And it played a noise through my headphones, so I know it's not my headphones.</p>
"
22712,1,2014-08-12T13:12:58.553,5,48226,19505,,2019-06-21T13:55:29.407,2015-12-27T21:59:41.727,1,,"<p>I have <a href=""http://www.ebay.com/itm/New-USB-to-RS485-Converter-Adapter-ch340T-chip-Support-64-bit-Win7-/330825788198"" rel=""nofollow"">this little device for communication</a>, and I can see the dongle after lsusb, and it is attached to ttyUSB0 (output from dmesg). Since the module has its driver that is installed to Raspberry Pi, I don't need another CPU for handshake. I am using pymodbus, and I wrote the code segment below.</p>

<pre><code>import pymodbus
import serial
from pymodbus.pdu import ModbusRequest
from pymodbus.client.sync import ModbusSerialClient as ModbusClient #initialize a serial RTU client instance
from pymodbus.transaction import ModbusRtuFramer

import logging
logging.basicConfig()
log = logging.getLogger()
log.setLevel(logging.DEBUG)

#count= the number of registers to read
#unit= the slave unit this request is targeting
#address= the starting address to read from

client= ModbusClient(method = ""rtu"", port=""/dev/ttyUSB0"",stopbits = 1, bytesize = 8, parity = 'E' baudrate= 9600)

#Connect to the serial modbus server
connection = client.connect()
print connection

#Starting add, num of reg to read, slave unit.
result= client.read_holding_registers(0x00,2,unit= 0xff)

print(result)

#Closes the underlying socket connection
client.close()
</code></pre>

<p><strong>Output is:</strong></p>

<pre><code>True
DEBUG:pymodbus.transaction:Running transaction 1
DEBUG:pymodbus.transaction:getting transaction 1
None
</code></pre>

<p>It obvious I am doing something wrong, but I don't know what. How can I fix this problem?</p>
"
22787,1,2014-08-16T10:21:11.323,0,855,19721,,2015-02-13T20:52:26.117,2014-12-15T19:48:58.870,1,,"<p>I've built a complete home automation system including a LCD display (2004), an internet radio and with 433 Mhz controlling.</p>

<p>Unfortunatly I have a small problem with the lcd display. Everything works, it is correctly wired up and shows all text I'm sending to it. But now I want different update intervals for the four lines of the display.</p>

<p>You can see the problem in the video here: 
<a href=""https://plus.google.com/u/0/photos/+AlexanderL%C3%B6hner72/albums/6048104007317163825/6048104003778025746?pid=6048104003778025746&amp;oid=%2BAlexanderL%C3%B6hner72"" rel=""nofollow"">https://plus.google.com/u/0/photos/+AlexanderL%C3%B6hner72/albums/6048104007317163825/6048104003778025746?pid=6048104003778025746&amp;oid=%2BAlexanderL%C3%B6hner72</a></p>

<p>The clock and the temperature in the first two lines gets updated after the forth line with the scrolling text has finished scrolling. That means the seconds of the clock are ""jumping"" (sorry for my bad english).</p>

<p>I'm doing this with a python script: </p>

<p>This is the original, working script that shows the problem in the video:  (not allowed to post more than 2 links, so I removed this one)</p>

<p>And this is the script with which I'm trying to do threading and such, but that has never worked... <a href=""http://pastebin.com/7rsiLC9q"" rel=""nofollow"">http://pastebin.com/7rsiLC9q</a></p>

<p>The second script, which was never working is of course not finished. The part that should print the content of the pipe to stdout doesn't print anything...</p>

<p>And I also guess, that the whole idea wouldn't be very good, because it would be to slow... it would lag, I think..</p>

<p>What do you think? And how can I do it better?</p>

<p>Any answer would be highly appreciated</p>
"
